[00:00:00.000 --> 00:00:22.800]  (拍攝中)
[01:06:06.440 --> 01:06:09.680]  走了兩年多將近三年的結構熊也是長期吧
[01:06:09.680 --> 01:06:13.040]  那這個位置到底是這個底部走個長期的底部
[01:06:13.040 --> 01:06:15.040]  還是中長期底部我也不知道
[01:06:15.040 --> 01:06:16.740]  但是你明智的就是
[01:06:16.740 --> 01:06:18.340]  不管你怎麼走
[01:06:18.340 --> 01:06:20.540]  你接下來再上漲你走長期底部
[01:06:20.540 --> 01:06:22.900]  或者是中長期底部再上漲應該是
[01:06:22.900 --> 01:06:24.740]  也是一個結構性的長期
[01:06:25.540 --> 01:06:28.180]  啊也是一個結構性的長期由我們過去
[01:06:28.180 --> 01:06:29.580]  過去大家會發現
[01:06:29.580 --> 01:06:31.000]  上漲的時間最長
[01:06:31.000 --> 01:06:34.100]  除了零四年的那一段是長了長了三四年
[01:06:34.100 --> 01:06:34.700]  對不對
[01:06:34.700 --> 01:06:37.880]  後面開始基本上每次的其實時間都是在一年
[01:06:37.880 --> 01:06:39.580]  不超過最多一年半
[01:06:39.580 --> 01:06:41.640]  他的整個周期都是在
[01:06:41.640 --> 01:06:44.080]  中長期的這個運轉就是上漲的
[01:06:44.080 --> 01:06:46.980]  周期都是在中長期的這個運轉的一個周期裡面
[01:06:46.980 --> 01:06:48.780]  但是從19年開始
[01:06:48.780 --> 01:06:51.080]  基本上都是以長期的維度在
[01:06:51.080 --> 01:06:52.180]  前行的
[01:06:52.180 --> 01:06:52.900]  所以
[01:06:52.900 --> 01:06:55.140]  從規律的角度來講啊
[01:06:55.140 --> 01:06:56.700]  我講不明白的就只能說
[01:06:56.700 --> 01:06:58.300]  從規律的角度來講
[01:06:58.300 --> 01:07:00.500]  這個位置起來是長期
[01:07:00.500 --> 01:07:04.140]  對所以希望大家也是一樣就不管你如何
[01:07:04.140 --> 01:07:06.800]  在這個坑底真的是好好學習
[01:07:06.800 --> 01:07:08.940]  機會一定是什麼就是
[01:07:08.940 --> 01:07:11.840]  時機是具備的啊
[01:07:11.840 --> 01:07:14.000]  未來的向上的時機是具備的
[01:07:14.000 --> 01:07:16.100]  那我們接下來
[01:07:16.100 --> 01:07:17.700]  接下來還是什麼
[01:07:17.700 --> 01:07:20.240]  休息一下吧
[01:07:20.240 --> 01:07:23.380]  接下來休息一下
[01:07:23.380 --> 01:07:24.380]  休息一下
[01:07:24.380 --> 01:07:25.380]  謝謝大家
[01:07:25.380 --> 01:07:26.380]  謝謝大家
[01:07:28.380 --> 01:07:29.380]  謝謝大家
