[00:00:00.000 --> 00:00:03.720]  有的人比像我们说的做油资的多厉害
[01:06:03.000 --> 01:06:05.000]  分期一起过
[01:06:05.000 --> 01:06:07.000]  分期一起过
[01:06:07.000 --> 01:06:09.000]  分期一起过
[01:06:09.000 --> 01:06:11.000]  分期一起过
[01:06:11.000 --> 01:06:13.000]  分期一起过
[01:06:13.000 --> 01:06:15.000]  分期一起过
[01:06:15.000 --> 01:06:17.000]  分期一起过
[01:06:17.000 --> 01:06:19.000]  分期一起过
[01:06:19.000 --> 01:06:21.000]  分期一起过
[01:06:21.000 --> 01:06:23.000]  分期一起过
[01:06:23.000 --> 01:06:25.000]  分期一起过
[01:06:25.000 --> 01:06:27.000]  分期一起过
[01:06:27.000 --> 01:06:29.000]  分期一起过
[01:06:29.000 --> 01:06:31.000]  分期一起过
[01:06:31.000 --> 01:06:33.000]  分期一起过
[01:06:33.000 --> 01:06:35.000]  分期一起过
[01:06:35.000 --> 01:06:37.000]  分期一起过
[01:06:37.000 --> 01:06:39.000]  分期一起过
[01:06:39.000 --> 01:06:41.000]  分期一起过
[01:06:41.000 --> 01:06:43.000]  分期一起过
[01:06:43.000 --> 01:06:45.000]  分期一起过
[01:06:45.000 --> 01:06:47.000]  分期一起过
[01:06:47.000 --> 01:06:49.000]  分期一起过
[01:06:49.000 --> 01:06:51.000]  分期一起过
[01:06:51.000 --> 01:06:53.000]  分期一起过
[01:06:53.000 --> 01:06:55.000]  分期一起过
[01:06:55.000 --> 01:06:57.000]  分期一起过
[01:06:57.000 --> 01:06:59.000]  分期一起过
[01:06:59.000 --> 01:07:01.000]  分期一起过
[01:07:01.000 --> 01:07:03.000]  分期一起过
[01:07:03.000 --> 01:07:05.000]  分期一起过
[01:07:05.000 --> 01:07:07.000]  分期一起过
[01:07:07.000 --> 01:07:09.000]  分期一起过
[01:07:09.000 --> 01:07:11.000]  分期一起过
[01:07:11.000 --> 01:07:13.000]  分期一起过
[01:07:13.000 --> 01:07:15.000]  分期一起过
[01:07:15.000 --> 01:07:17.000]  分期一起过
[01:07:17.000 --> 01:07:19.000]  分期一起过
[01:07:19.000 --> 01:07:21.000]  分期一起过
[01:07:21.000 --> 01:07:23.000]  分期一起过
[01:07:23.000 --> 01:07:25.000]  分期一起过
[01:07:25.000 --> 01:07:27.000]  分期一起过
[01:07:27.000 --> 01:07:29.000]  分期一起过
[01:07:29.000 --> 01:07:31.000]  分期一起过
[01:07:31.000 --> 01:07:33.000]  分期一起过
[01:07:33.000 --> 01:07:35.000]  分期一起过
[01:07:35.000 --> 01:07:37.000]  分期一起过
[01:07:37.000 --> 01:07:39.000]  分期一起过
[01:07:39.000 --> 01:07:41.000]  分期一起过
[01:07:41.000 --> 01:07:43.000]  分期一起过
[01:07:43.000 --> 01:07:45.000]  分期一起过
[01:07:45.000 --> 01:07:47.000]  分期一起过
[01:07:47.000 --> 01:07:49.000]  分期一起过
[01:07:49.000 --> 01:07:51.000]  分期一起过
[01:07:51.000 --> 01:07:53.000]  分期一起过
[01:07:53.000 --> 01:07:55.000]  分期一起过
[01:07:55.000 --> 01:07:57.000]  分期一起过
[01:07:57.000 --> 01:07:59.000]  分期一起过
[01:07:59.000 --> 01:08:01.000]  分期一起过
[01:08:01.000 --> 01:08:03.000]  分期一起过
[01:08:03.000 --> 01:08:05.000]  分期一起过
[01:08:05.000 --> 01:08:07.000]  分期一起过
[01:08:07.000 --> 01:08:09.000]  分期一起过
[01:08:09.000 --> 01:08:11.000]  分期一起过
[01:08:11.000 --> 01:08:13.000]  分期一起过
[01:08:13.000 --> 01:08:15.000]  分期一起过
[01:08:15.000 --> 01:08:17.000]  分期一起过
[01:08:17.000 --> 01:08:19.000]  分期一起过
[01:08:19.000 --> 01:08:21.000]  分期一起过
[01:08:21.000 --> 01:08:23.000]  分期一起过
[01:08:23.000 --> 01:08:25.000]  分期一起过
[01:08:25.000 --> 01:08:27.000]  分期一起过
[01:08:27.000 --> 01:08:29.000]  分期一起过
[01:08:29.000 --> 01:08:31.000]  分期一起过
[01:08:31.000 --> 01:08:33.000]  分期一起过
[01:08:33.000 --> 01:08:35.000]  分期一起过
[01:08:35.000 --> 01:08:37.000]  分期一起过
[01:08:37.000 --> 01:08:39.000]  分期一起过
[01:08:39.000 --> 01:08:41.000]  分期一起过
[01:08:41.000 --> 01:08:43.000]  分期一起过
[01:08:43.000 --> 01:08:45.000]  分期一起过
[01:08:45.000 --> 01:08:47.000]  分期一起过
[01:08:47.000 --> 01:08:49.000]  分期一起过
[01:08:49.000 --> 01:08:51.000]  分期一起过
[01:08:51.000 --> 01:08:53.000]  分期一起过
[01:08:53.000 --> 01:08:55.000]  分期一起过
[01:08:55.000 --> 01:08:57.000]  分期一起过
[01:08:57.000 --> 01:08:59.000]  分期一起过
[01:08:59.000 --> 01:09:01.000]  分期一起过
[01:09:01.000 --> 01:09:03.000]  分期一起过
[01:09:03.000 --> 01:09:05.000]  分期一起过
[01:09:05.000 --> 01:09:07.000]  分期一起过
[01:09:07.000 --> 01:09:09.000]  分期一起过
[01:09:09.000 --> 01:09:11.000]  分期一起过
[01:09:11.000 --> 01:09:13.000]  分期一起过
[01:09:13.000 --> 01:09:15.000]  分期一起过
[01:09:15.000 --> 01:09:17.000]  分期一起过
[01:09:17.000 --> 01:09:19.000]  分期一起过
[01:09:19.000 --> 01:09:21.000]  分期一起过
[01:09:21.000 --> 01:09:23.000]  分期一起过
[01:09:23.000 --> 01:09:25.000]  分期一起过
[01:09:25.000 --> 01:09:27.000]  分期一起过
[01:09:27.000 --> 01:09:29.000]  分期一起过
[01:09:29.000 --> 01:09:31.000]  分期一起过
[01:09:31.000 --> 01:09:33.000]  分期一起过
[01:09:33.000 --> 01:09:35.000]  分期一起过
[01:09:35.000 --> 01:09:37.000]  分期一起过
[01:09:37.000 --> 01:09:39.000]  分期一起过
[01:09:39.000 --> 01:09:41.000]  分期一起过
[01:09:41.000 --> 01:09:43.000]  分期一起过
[01:09:43.000 --> 01:09:45.000]  分期一起过
[01:09:45.000 --> 01:09:47.000]  分期一起过
[01:09:47.000 --> 01:09:49.000]  分期一起过
[01:09:49.000 --> 01:09:51.000]  分期一起过
[01:09:51.000 --> 01:09:53.000]  分期一起过
[01:09:53.000 --> 01:09:55.000]  分期一起过
[01:09:55.000 --> 01:09:57.000]  分期一起过
[01:09:57.000 --> 01:09:59.000]  分期一起过
[01:09:59.000 --> 01:10:01.000]  分期一起过
[01:10:01.000 --> 01:10:03.000]  分期一起过
[01:10:03.000 --> 01:10:05.000]  分期一起过
[01:10:05.000 --> 01:10:07.000]  分期一起过
[01:10:07.000 --> 01:10:09.000]  分期一起过
[01:10:09.000 --> 01:10:11.000]  分期一起过
[01:10:11.000 --> 01:10:13.000]  分期一起过
[01:10:13.000 --> 01:10:15.000]  分期一起过
[01:10:15.000 --> 01:10:17.000]  分期一起过
[01:10:17.000 --> 01:10:19.000]  分期一起过
[01:10:19.000 --> 01:10:21.000]  分期一起过
[01:10:21.000 --> 01:10:23.000]  分期一起过
[01:10:23.000 --> 01:10:25.000]  分期一起过
[01:10:25.000 --> 01:10:27.000]  分期一起过
[01:10:27.000 --> 01:10:29.000]  分期一起过
[01:10:29.000 --> 01:10:31.000]  分期一起过
[01:10:31.000 --> 01:10:33.000]  分期一起过
[01:10:33.000 --> 01:10:35.000]  分期一起过
[01:10:35.000 --> 01:10:37.000]  分期一起过
[01:10:37.000 --> 01:10:39.000]  分期一起过
[01:10:39.000 --> 01:10:41.000]  分期一起过
[01:10:41.000 --> 01:10:43.000]  分期一起过
[01:10:43.000 --> 01:10:45.000]  分期一起过
[01:10:45.000 --> 01:10:47.000]  分期一起过
[01:10:47.000 --> 01:10:49.000]  分期一起过
[01:10:49.000 --> 01:10:51.000]  分期一起过
[01:10:51.000 --> 01:10:53.000]  分期一起过
[01:10:53.000 --> 01:10:55.000]  分期一起过
[01:10:55.000 --> 01:10:57.000]  分期一起过
[01:10:57.000 --> 01:10:59.000]  分期一起过
[01:10:59.000 --> 01:11:01.000]  分期一起过
[01:11:01.000 --> 01:11:03.000]  分期一起过
[01:11:03.000 --> 01:11:05.000]  分期一起过
[01:11:05.000 --> 01:11:07.000]  分期一起过
[01:11:07.000 --> 01:11:09.000]  分期一起过
[01:11:09.000 --> 01:11:11.000]  分期一起过
[01:11:11.000 --> 01:11:13.000]  分期一起过
[01:11:13.000 --> 01:11:15.000]  分期一起过
[01:11:15.000 --> 01:11:17.000]  分期一起过
[01:11:17.000 --> 01:11:19.000]  分期一起过
[01:11:19.000 --> 01:11:21.000]  分期一起过
[01:11:21.000 --> 01:11:23.000]  分期一起过
[01:11:23.000 --> 01:11:25.000]  分期一起过
[01:11:25.000 --> 01:11:27.000]  分期一起过
[01:11:27.000 --> 01:11:29.000]  分期一起过
[01:11:29.000 --> 01:11:31.000]  分期一起过
[01:11:31.000 --> 01:11:33.000]  分期一起过
[01:11:33.000 --> 01:11:35.000]  分期一起过
[01:11:35.000 --> 01:11:37.000]  分期一起过
[01:11:37.000 --> 01:11:39.000]  分期一起过
[01:11:39.000 --> 01:11:41.000]  分期一起过
[01:11:41.000 --> 01:11:43.000]  分期一起过
[01:11:43.000 --> 01:11:45.000]  分期一起过
[01:11:45.000 --> 01:11:47.000]  分期一起过
[01:11:47.000 --> 01:11:49.000]  分期一起过
[01:11:49.000 --> 01:11:51.000]  分期一起过
[01:11:51.000 --> 01:11:53.000]  分期一起过
[01:11:53.000 --> 01:11:55.000]  分期一起过
[01:11:55.000 --> 01:11:57.000]  分期一起过
[01:11:57.000 --> 01:11:59.000]  分期一起过
[01:11:59.000 --> 01:12:01.000]  分期一起过
[01:12:01.000 --> 01:12:03.000]  分期一起过
[01:12:03.000 --> 01:12:05.000]  分期一起过
[01:12:05.000 --> 01:12:07.000]  分期一起过
[01:12:07.000 --> 01:12:09.000]  分期一起过
[01:12:09.000 --> 01:12:11.000]  分期一起过
[01:12:11.000 --> 01:12:13.000]  分期一起过
[01:12:13.000 --> 01:12:15.000]  分期一起过
[01:12:15.000 --> 01:12:17.000]  分期一起过
[01:12:17.000 --> 01:12:19.000]  分期一起过
[01:12:19.000 --> 01:12:21.000]  分期一起过
[01:12:21.000 --> 01:12:23.000]  分期一起过
[01:12:23.000 --> 01:12:25.000]  分期一起过
[01:12:25.000 --> 01:12:27.000]  分期一起过
[01:12:27.000 --> 01:12:29.000]  分期一起过
[01:12:29.000 --> 01:12:31.000]  分期一起过
[01:12:31.000 --> 01:12:33.000]  分期一起过
[01:12:33.000 --> 01:12:35.000]  分期一起过
[01:12:35.000 --> 01:12:37.000]  分期一起过
[01:12:37.000 --> 01:12:39.000]  分期一起过
[01:12:39.000 --> 01:12:41.000]  分期一起过
[01:12:41.000 --> 01:12:43.000]  分期一起过
[01:12:43.000 --> 01:12:45.000]  分期一起过
[01:12:45.000 --> 01:12:47.000]  分期一起过
[01:12:47.000 --> 01:12:49.000]  分期一起过
[01:12:49.000 --> 01:12:51.000]  分期一起过
[01:12:51.000 --> 01:12:53.000]  分期一起过
[01:12:53.000 --> 01:12:55.000]  分期一起过
[01:12:55.000 --> 01:12:57.000]  分期一起过
[01:12:57.000 --> 01:12:59.000]  分期一起过
[01:12:59.000 --> 01:13:01.000]  分期一起过
[01:13:01.000 --> 01:13:03.000]  分期一起过
[01:13:03.000 --> 01:13:05.000]  分期一起过
[01:13:05.000 --> 01:13:07.000]  分期一起过
[01:13:07.000 --> 01:13:09.000]  分期一起过
[01:13:09.000 --> 01:13:11.000]  分期一起过
[01:13:11.000 --> 01:13:13.000]  分期一起过
[01:13:13.000 --> 01:13:15.000]  分期一起过
[01:13:15.000 --> 01:13:17.000]  分期一起过
[01:13:17.000 --> 01:13:19.000]  分期一起过
[01:13:19.000 --> 01:13:21.000]  分期一起过
[01:13:21.000 --> 01:13:23.000]  分期一起过
[01:13:23.000 --> 01:13:25.000]  分期一起过
[01:13:25.000 --> 01:13:27.000]  分期一起过
[01:13:27.000 --> 01:13:29.000]  分期一起过
[01:13:29.000 --> 01:13:31.000]  分期一起过
[01:13:31.000 --> 01:13:33.000]  分期一起过
[01:13:33.000 --> 01:13:35.000]  分期一起过
[01:13:35.000 --> 01:13:37.000]  分期一起过
[01:13:37.000 --> 01:13:39.000]  分期一起过
[01:13:39.000 --> 01:13:41.000]  分期一起过
[01:13:41.000 --> 01:13:43.000]  分期一起过
[01:13:43.000 --> 01:13:45.000]  分期一起过
[01:13:45.000 --> 01:13:47.000]  分期一起过
[01:13:47.000 --> 01:13:49.000]  分期一起过
[01:13:49.000 --> 01:13:51.000]  分期一起过
[01:13:51.000 --> 01:13:53.000]  分期一起过
[01:13:53.000 --> 01:13:55.000]  分期一起过
[01:13:55.000 --> 01:13:57.000]  分期一起过
[01:13:57.000 --> 01:13:59.000]  分期一起过
[01:13:59.000 --> 01:14:01.000]  分期一起过
[01:14:01.000 --> 01:14:03.000]  分期一起过
[01:14:03.000 --> 01:14:05.000]  分期一起过
[01:14:05.000 --> 01:14:07.000]  分期一起过
[01:14:07.000 --> 01:14:09.000]  分期一起过
[01:14:09.000 --> 01:14:11.000]  分期一起过
[01:14:11.000 --> 01:14:13.000]  分期一起过
