[00:00:00.000 --> 00:00:05.500]  好 我们准备开始了
[01:01:43.620 --> 01:01:46.580]  然后呢又尽可攻退可守
[01:01:46.580 --> 01:01:48.240]  所以只有破局的信号出现
[01:01:48.240 --> 01:01:51.160]  才能证明这个局是主力的做盘行为
[01:01:51.160 --> 01:01:55.200]  那在局里面呢还有就我们讲的目标在博弈
[01:01:55.200 --> 01:01:56.400]  因为讲的很细化了
[01:01:56.400 --> 01:01:57.540]  还有一些小细节啊
[01:01:57.540 --> 01:01:59.300]  就是价格是博弈的核心
[01:01:59.300 --> 01:02:01.360]  资金是博弈的工具
[01:02:01.360 --> 01:02:04.100]  趋势是价格运行的方向
[01:02:04.100 --> 01:02:06.160]  指标我们就不看了指标
[01:02:06.160 --> 01:02:08.960]  大家会发现我买点我们还是看价格对不对
[01:02:08.960 --> 01:02:11.100]  其实大家基本上不用看指标
[01:02:11.100 --> 01:02:14.200]  包括包括我们说上次讲 mcd
[01:02:14.200 --> 01:02:16.300]  听得懂就听听不懂就当普及
[01:02:16.300 --> 01:02:17.640]  我一直这么说的是吧
[01:02:17.940 --> 01:02:20.300]  你不要想着说我得听懂他啊
[01:02:20.300 --> 01:02:22.460]  你搞晕了你就当普及就忘了
[01:02:22.460 --> 01:02:25.040]  因为有些毕竟圈子的人
[01:02:25.040 --> 01:02:26.700]  不是也不是全部都是学员
[01:02:26.700 --> 01:02:27.860]  也有一些粉丝
[01:02:27.860 --> 01:02:29.360]  那大家有这个需求吗
[01:02:29.360 --> 01:02:30.960]  我正好这个月不知道讲啥
[01:02:30.960 --> 01:02:33.940]  我就做这个知识点的普及
[01:02:33.940 --> 01:02:35.860]  因为我现在有的人就不知道讲啥
[01:02:35.860 --> 01:02:37.060]  对吧就是
[01:02:37.060 --> 01:02:40.040]  我也没办法把这些知识点去分散去展开
[01:02:40.040 --> 01:02:42.040]  大家通过三天的课你会发现
[01:02:42.040 --> 01:02:44.400]  我不可能说是没有前天两天的铺垫
[01:02:44.400 --> 01:02:45.340]  我去讲这个
[01:02:45.340 --> 01:02:47.300]  我也不可能什么都没有
[01:02:47.300 --> 01:02:49.100]  我就讲买点就像早上讲买点
[01:02:49.100 --> 01:02:51.500]  我最害怕的就是你们什么都忘了
[01:02:51.500 --> 01:02:53.260]  就就着这个买点找股票
[01:02:53.260 --> 01:02:55.960]  这是我我我最担心的
[01:02:55.960 --> 01:02:58.900]  所以你看为什么第一天到了那个买点
[01:02:58.900 --> 01:03:00.100]  你们找拐点就好了
[01:03:00.100 --> 01:03:01.260]  我不跟你们讲怎么买
[01:03:01.260 --> 01:03:04.160]  对吧第二天昨天吃到了最后
[01:03:04.160 --> 01:03:04.760]  你们说想听
[01:03:04.760 --> 01:03:06.900]  我就先讲一下我们今天上午再来强化
[01:03:06.900 --> 01:03:08.600]  就是最害怕什么
[01:03:08.600 --> 01:03:10.500]  我就着这个买点找股票
[01:03:10.500 --> 01:03:13.260]  而忘了我们所说的地基
[01:03:13.260 --> 01:03:15.000]  是
[01:03:16.000 --> 01:03:17.400]  筹行
[01:03:17.400 --> 01:03:19.300]  对吧买
[01:03:19.300 --> 01:03:22.860]  才是封对吧买这是筹行封
[01:03:22.860 --> 01:03:25.300]  然后再看这个买点是不是能够成立的
[01:03:25.300 --> 01:03:27.500]  所以指标是不用看的
[01:03:27.500 --> 01:03:29.160]  价格代表就是k线
[01:03:29.160 --> 01:03:31.360]  k线我们已经讲的比较清晰了
[01:03:31.360 --> 01:03:33.560]  就是因为价格是属于
[01:03:33.560 --> 01:03:35.500]  博弈的核心
[01:03:35.500 --> 01:03:37.860]  因为我们赚的也是价格的波动
[01:03:37.860 --> 01:03:39.540]  亏了也是价格的波动
[01:03:39.540 --> 01:03:40.940]  买的也是价格
[01:03:40.940 --> 01:03:43.060]  所以价格是交易的主体
[01:03:43.060 --> 01:03:45.860]  过去的价格啊这句话大家好好就
[01:03:45.940 --> 01:03:48.040]  就比较过去的价格
[01:03:48.040 --> 01:03:52.040]  当下的价格和未来的价格预期
[01:03:52.040 --> 01:03:54.400]  就是我们说的未来的价格预期
[01:03:54.400 --> 01:03:56.300]  所以价格是博弈的核心
[01:03:56.300 --> 01:04:00.100]  但我们说的脱离成交量谈价格
[01:04:00.100 --> 01:04:01.940]  又是虚的
[01:04:01.940 --> 01:04:06.740]  脱离趋势谈价格又是虚的
[01:04:06.740 --> 01:04:08.300]  所以为什么是立体的
[01:04:08.300 --> 01:04:10.500]  价量是
[01:04:10.500 --> 01:04:14.640]  你是不可以说啊就是以哪个为优势的
[01:04:14.640 --> 01:04:16.100]  他们必须是结合的
[01:04:16.100 --> 01:04:17.440]  价量是
[01:04:17.440 --> 01:04:20.800]  价量是的结合就能让你看出
[01:04:20.800 --> 01:04:23.200]  主力的仇如何
[01:04:23.200 --> 01:04:28.160]  那么我们说价格的发现K线的价格
[01:04:28.160 --> 01:04:29.660]  价值有两个方面啊
[01:04:29.660 --> 01:04:31.360]  第一个我们说的净供扬对不对
[01:04:31.360 --> 01:04:33.100]  那么现在在中午休息之前
[01:04:33.100 --> 01:04:34.560]  我们再讲完这个细节点啊
[01:04:34.560 --> 01:04:36.640]  这个重点就净供扬
[01:04:36.640 --> 01:04:40.500]  比如周线的净供扬是有几根K线组成的
[01:04:42.700 --> 01:04:45.820]  一般是五根除了节价率对不对
[01:04:45.820 --> 01:04:47.920]  所以我们说K线的价格
[01:04:47.920 --> 01:04:50.160]  重点是价格对吧
[01:04:50.160 --> 01:04:51.720]  那我们还要研究
[01:04:51.720 --> 01:04:54.220]  构成这个价格是怎么走的
[01:04:54.220 --> 01:04:55.720]  就像这个结构我们研究
[01:04:55.720 --> 01:04:58.620]  构成这个结构是怎么样的量价关系对不对
[01:04:58.620 --> 01:05:00.320]  那么这是一根K线
[01:05:00.320 --> 01:05:03.320]  构成这根净供扬的价格
[01:05:03.320 --> 01:05:05.260]  它是怎么组成的
[01:05:05.260 --> 01:05:07.800]  就是由小的去分解它
[01:05:07.800 --> 01:05:10.500]  我们第一次听到你讲
[01:05:10.500 --> 01:05:11.860]  小的去分解它
[01:05:11.960 --> 01:05:13.360]  比如说月线
[01:05:13.360 --> 01:05:19.000]  一个月K线从第一天到最后一天
[01:05:19.000 --> 01:05:20.200]  对不对
[01:05:20.200 --> 01:05:21.500]  它是怎么组成的
[01:05:21.500 --> 01:05:23.500]  就是分小一个周线到周线
[01:05:23.500 --> 01:05:25.100]  是不是到周线
[01:05:25.100 --> 01:05:28.560]  那么这个月线的组成我问大家一个问题啊
[01:05:28.560 --> 01:05:31.900]  比较健康的积极的是什么就是月头
[01:05:31.900 --> 01:05:34.600]  到月尾都是什么
[01:05:34.600 --> 01:05:37.300]  主动向上的对不对
[01:05:37.300 --> 01:05:38.800]  这是健康的
[01:05:38.800 --> 01:05:40.800]  好新同学好好讲
[01:05:40.920 --> 01:05:43.600]  第一次听到的就是细节啊很重要
[01:05:43.600 --> 01:05:44.720]  第二个
[01:05:44.720 --> 01:05:48.560]  我们所说的月头我休息
[01:05:48.560 --> 01:05:50.320]  月中我进攻
[01:05:50.320 --> 01:05:51.900]  月尾我休息
[01:05:51.900 --> 01:05:53.720]  这个跟前面那个对比呢
[01:05:53.720 --> 01:06:00.160]  如果中间的进攻很温和
[01:06:00.160 --> 01:06:01.820]  那肯定是前面那个好对不对
[01:06:01.820 --> 01:06:04.800]  除非中间的进攻很强那也OK
[01:06:04.800 --> 01:06:06.660]  也是好的对不对
[01:06:06.660 --> 01:06:08.500]  那最怕的是什么样呢
[01:06:08.500 --> 01:06:09.920]  就是一个月线
[01:06:10.700 --> 01:06:11.700]  我先进攻
[01:06:11.700 --> 01:06:13.400]  啪又被打下来
[01:06:13.400 --> 01:06:16.200]  最后尾巴又收上去这个好不好
[01:06:16.200 --> 01:06:17.800]  这就不好
[01:06:17.800 --> 01:06:20.700]  这就是我们说的发现k线的价值
[01:06:20.700 --> 01:06:22.060]  从这些细节
[01:06:22.060 --> 01:06:24.640]  就是你要去看他的k线的组合
[01:06:24.640 --> 01:06:26.900]  啊k线的组合
[01:06:26.900 --> 01:06:29.260]  像这个k线就是分层结构
[01:06:29.260 --> 01:06:32.900]  日线就是分层
[01:06:32.900 --> 01:06:35.940]  来看这个日线的进攻是不是健康的
[01:06:35.940 --> 01:06:39.200]  健康的你才能跟不健康的能不能做
[01:06:39.200 --> 01:06:40.660]  不能做的啊
[01:06:40.920 --> 01:06:42.720]  那我们说的周线
[01:06:42.720 --> 01:06:46.520]  那我们就是日线的组合对吧
[01:06:46.520 --> 01:06:48.660]  来分解他的有效性
[01:06:48.660 --> 01:06:50.020]  那么月线
[01:06:50.020 --> 01:06:54.900]  我们就是周线的组合来分解他的有效性
[01:06:54.900 --> 01:06:57.620]  周线的组合来分解他的有效性
[01:06:57.620 --> 01:06:59.060]  那么我们来想想
[01:06:59.060 --> 01:07:00.320]  日线我们很多时候
[01:07:00.320 --> 01:07:02.560]  像广线也是买在日线的分层对不对
[01:07:02.560 --> 01:07:03.960]  什么日线的拐点
[01:07:03.960 --> 01:07:07.420]  那周线很多时候就是我们说周线的趋势波段
[01:07:07.420 --> 01:07:08.800]  也是买在日线的拐点
[01:07:08.800 --> 01:07:10.500]  但是再注意啊
[01:07:10.740 --> 01:07:12.960]  周线日线的拐点的时候你要考虑
[01:07:12.960 --> 01:07:17.440]  这个日线的拐点能不能带动周线形成一个进攻样
[01:07:17.440 --> 01:07:19.040]  因为有的时候是这样子的
[01:07:19.040 --> 01:07:20.840]  就是分解嘛
[01:07:20.840 --> 01:07:22.640]  日线我们先讲分层好不好
[01:07:22.640 --> 01:07:24.540]  分层日线大家应该都知道了吧
[01:07:24.540 --> 01:07:25.840]  分层读大学都清楚吧
[01:07:25.840 --> 01:07:27.140]  对吧
[01:07:27.140 --> 01:07:28.640]  你首先不要拉尾巴的吧
[01:07:28.640 --> 01:07:31.440]  然后最后我们最后半个小时拉尾巴的不要吧
[01:07:31.440 --> 01:07:33.640]  最后就是比如说总盘进攻
[01:07:33.640 --> 01:07:36.840]  分层进攻然后全片能够稳住的这是好的了
[01:07:36.840 --> 01:07:37.960]  对不对
[01:07:37.960 --> 01:07:39.160]  或者是进攻休息
[01:07:39.160 --> 01:07:41.120]  再进攻然后能够稳住的也是好的了
[01:07:41.120 --> 01:07:42.160]  对不对
[01:07:42.160 --> 01:07:45.060]  那你这个时间比如说后面十点半左右也可以
[01:07:45.060 --> 01:07:48.600]  对不对要不就是我全片再慢慢上也是可以的
[01:07:48.600 --> 01:07:50.160]  也是可以的
[01:07:50.160 --> 01:07:51.160]  那么还有就是
[01:07:51.160 --> 01:07:53.460]  我在这里因为你会发现进攻很少
[01:07:53.460 --> 01:07:54.960]  我说为什么不要有下影线呢
[01:07:54.960 --> 01:07:56.660]  有上影线的比下影线好
[01:07:56.660 --> 01:07:59.060]  大家能记得这个进攻的可以现在强化气节啊
[01:07:59.060 --> 01:08:00.960]  还有比如说在这里我是停休的
[01:08:00.960 --> 01:08:02.000]  或者打一个下影线
[01:08:02.000 --> 01:08:03.560]  但是我这里能够强进攻
[01:08:03.560 --> 01:08:04.960]  对吧
[01:08:04.960 --> 01:08:07.360]  或者是再向上然后能够收住的就是好的
[01:08:07.360 --> 01:08:08.920]  就收拔了你得往上冲
[01:08:10.080 --> 01:08:11.880]  对吧冲往收得住就是好的
[01:08:11.880 --> 01:08:13.420]  然后冲的时间
[01:08:13.420 --> 01:08:14.980]  比如说九点半到十点
[01:08:14.980 --> 01:08:17.180]  九点三十到十点冲
[01:08:17.180 --> 01:08:19.180]  那这个时间节点你要考虑一下
[01:08:19.180 --> 01:08:21.660]  因为他要不就是冲往收不住你住
[01:08:21.660 --> 01:08:24.480]  九点半到十点这半个小时
[01:08:24.480 --> 01:08:26.160]  相当于是你冲半个小时
[01:08:26.160 --> 01:08:28.180]  你还有两个半小时你真的维稳价格
[01:08:28.180 --> 01:08:29.460]  这个时候你就谨慎一点
[01:08:29.460 --> 01:08:30.560]  要么就给我封住
[01:08:30.560 --> 01:08:32.620]  封不住你就小心他不会什么
[01:08:32.620 --> 01:08:34.820]  回不落失败
[01:08:34.820 --> 01:08:36.280]  大家能理解我意思吧
[01:08:36.280 --> 01:08:38.480]  那么其实我们会发现很多时候是
[01:08:38.620 --> 01:08:40.920]  九点半到十点或者十点二十几
[01:08:40.920 --> 01:08:42.020]  他稍微洗一洗
[01:08:42.020 --> 01:08:45.660]  十点半到十一点他去攻的
[01:08:45.660 --> 01:08:47.620]  那他对于这一天要管控的
[01:08:47.620 --> 01:08:48.880]  就只有下午两个小时
[01:08:48.880 --> 01:08:52.480]  他的需要花费的时间精力成本就小了
[01:08:52.480 --> 01:08:53.660]  大家能理解我意思没有
[01:08:53.660 --> 01:08:54.820]  另外的话比如说
[01:08:54.820 --> 01:08:56.380]  在这里慢慢稳稳到两点
[01:08:56.380 --> 01:08:57.960]  一点半左右就行也可以
[01:08:57.960 --> 01:09:00.520]  就是我上午就休息嘛就观察嘛
[01:09:00.520 --> 01:09:02.880]  到了一点一点一点三两点
[01:09:02.880 --> 01:09:05.380]  最好是一点半左右我攻也是好的
[01:09:05.380 --> 01:09:06.980]  因为你这个攻都是花钱的
[01:09:06.980 --> 01:09:08.420]  阳线就起来了对不对
[01:09:08.580 --> 01:09:10.760]  最后你能不能收住你需要管后就是
[01:09:10.760 --> 01:09:12.020]  你要思考啊
[01:09:12.020 --> 01:09:13.560]  因为费时就是短线嘛
[01:09:13.560 --> 01:09:16.460]  他冲完之后他管今天还得管多久
[01:09:16.460 --> 01:09:17.580]  他管不管得牢
[01:09:17.580 --> 01:09:19.520]  大家明白我意思没有
[01:09:19.520 --> 01:09:22.220]  所以他太早的冲要么就直接封板
[01:09:22.220 --> 01:09:24.320]  要么就直接封板
[01:09:24.320 --> 01:09:26.180]  那么封板的话你就什么
[01:09:26.180 --> 01:09:27.820]  你板上买你也下午挂
[01:09:27.820 --> 01:09:29.460]  稍微下午挂
[01:09:29.460 --> 01:09:32.180]  那因为像我们板上买基本上短线板上
[01:09:32.180 --> 01:09:33.520]  你都是小清仓了
[01:09:33.520 --> 01:09:35.280]  比如说十二十万一二十万
[01:09:35.280 --> 01:09:38.120]  三十万多多你也不可能说两三百万多多吧
[01:09:38.120 --> 01:09:38.720]  对不对
[01:09:38.720 --> 01:09:40.320]  所以肯定是仓外都不一样的
[01:09:40.320 --> 01:09:41.720]  就是板上买试试哎
[01:09:41.720 --> 01:09:44.260]  这个我符合的能不能买后面有没有一家玉器的
[01:09:44.260 --> 01:09:47.160]  这个就是这个买点的这个什么破例
[01:09:47.160 --> 01:09:50.660]  然后真正的话就是分时上待在所以这个节点
[01:09:50.660 --> 01:09:53.200]  然后另外的话就是不要这个尾盘的
[01:09:53.200 --> 01:09:54.520]  因为尾盘的话
[01:09:54.520 --> 01:09:56.920]  通常情况下不能百分之百
[01:09:56.920 --> 01:09:58.900]  尾盘怎么说第二天容易低开
[01:09:58.900 --> 01:10:03.520]  就是尾盘只是最后半个小时两点半之后了
[01:10:03.520 --> 01:10:05.460]  很容易最后是低开
[01:10:05.960 --> 01:10:08.900]  当然说低开之后往上还是低开之后往下
[01:10:08.900 --> 01:10:11.600]  这个就是你看整个整个形式的啊
[01:10:11.600 --> 01:10:14.460]  所以说我们说健康的分时是这样的一个分时
[01:10:14.460 --> 01:10:16.940]  来决定这个日线是健康的拐点
[01:10:16.940 --> 01:10:19.060]  那你可以跟的明白意思吧
[01:10:19.060 --> 01:10:20.360]  你是可以跟的
[01:10:20.360 --> 01:10:22.000]  那因为最害怕的就是早上
[01:10:22.000 --> 01:10:23.300]  因为我自己经历过几次
[01:10:23.300 --> 01:10:24.960]  包括买中皇天泽我就是这样
[01:10:24.960 --> 01:10:27.160]  啪早上一充补就买
[01:10:27.160 --> 01:10:28.560]  对吧
[01:10:28.560 --> 01:10:30.800]  好我说了一个长长线
[01:10:30.800 --> 01:10:33.540]  好了当天晚上花了一个半小时
[01:10:33.540 --> 01:10:35.000]  返出看中皇天泽
[01:10:35.880 --> 01:10:37.440]  我看不是看这个买点吗
[01:10:37.440 --> 01:10:40.040]  从就是我教给你们的对吧
[01:10:40.040 --> 01:10:43.080]  它的周线因为它是一个周线的一个资金座盘的结构吗
[01:10:43.080 --> 01:10:44.740]  反复看反复看
[01:10:44.740 --> 01:10:46.240]  这个只能长吧
[01:10:46.240 --> 01:10:47.780]  它只能长吧
[01:10:47.780 --> 01:10:49.700]  好了第二天看到能不能返包
[01:10:49.700 --> 01:10:50.740]  对吧
[01:10:50.740 --> 01:10:54.040]  就是你本来如果你没有买的那你今晚就安息息睡觉了
[01:10:54.040 --> 01:10:56.540]  怎么没有买到了怎么办呢
[01:10:56.540 --> 01:10:59.200]  你晚上又做你两个小时功课
[01:10:59.200 --> 01:11:02.100]  我见到老黄知道的我手机打开就是股票
[01:11:02.100 --> 01:11:04.840]  看中先看看月先看看
[01:11:05.080 --> 01:11:06.440]  这个这个庙看看
[01:11:06.440 --> 01:11:07.780]  这么这个洗盘看看
[01:11:07.780 --> 01:11:09.740]  这个位置上人家睡盘看看
[01:11:09.740 --> 01:11:11.940]  怎么看你都到了要走三浪呢
[01:11:11.940 --> 01:11:13.840]  哎我又跟个安心心的
[01:11:13.840 --> 01:11:14.840]  然后明天再说吧
[01:11:14.840 --> 01:11:15.740]  反正就这样了
[01:11:15.740 --> 01:11:17.880]  明天我就还有应对吧
[01:11:17.880 --> 01:11:22.280]  怎么看都不行的没办法明天任任命亏钱之嘴
[01:11:22.280 --> 01:11:23.880]  对我就是这样的
[01:11:23.880 --> 01:11:26.080]  所以我为什么要讲这个细节点
[01:11:26.080 --> 01:11:28.480]  我已经有两两次出现了
[01:11:28.480 --> 01:11:30.580]  两次出现这种情况了
[01:11:30.580 --> 01:11:33.440]  所以跟就上次我有一些买那个金盾
[01:11:33.780 --> 01:11:35.940]  对吧我觉得这个金盾我就想做个短线的
[01:11:35.940 --> 01:11:37.540]  啪买的上一天的高点
[01:11:37.540 --> 01:11:41.180]  然后怎么反复防止怎么反复防止运气好
[01:11:41.180 --> 01:11:43.420]  那件事第二件事调的
[01:11:43.420 --> 01:11:46.380]  第三件我在想的反正我当时的思考就是
[01:11:46.380 --> 01:11:48.220]  你花了这么多钱你货也没出
[01:11:48.220 --> 01:11:50.480]  你总要为了出货也不可能往下砸
[01:11:50.480 --> 01:11:52.180]  砸了八个点
[01:11:52.180 --> 01:11:54.240]  啪拉了13 14个点我也没出
[01:11:54.240 --> 01:11:56.840]  最后平局差不多才出掉
[01:11:56.840 --> 01:11:58.380]  所以这是短线
[01:11:58.380 --> 01:12:00.720]  我们讲买的细节点
[01:12:00.720 --> 01:12:02.580]  你们自己做去说过体验的
[01:12:02.580 --> 01:12:04.340]  就拿回学的这么多回到盘中
[01:12:04.340 --> 01:12:06.740]  你有很多是你自己需要去不断去
[01:12:06.740 --> 01:12:09.180]  去什么去去去找到哎呀
[01:12:09.180 --> 01:12:11.480]  我还是好像把这个细节点我注意一点的
[01:12:11.480 --> 01:12:13.780]  所以我跟大家讲早盘充的一定要什么
[01:12:13.780 --> 01:12:14.880]  一定要那个
[01:12:14.880 --> 01:12:15.780]  但有的时候呢
[01:12:15.780 --> 01:12:17.880]  因为早盘你不买完就错过了
[01:12:17.880 --> 01:12:19.040]  他就一个板上去了
[01:12:19.040 --> 01:12:21.440]  所以要很难两拳我也很难两拳
[01:12:21.440 --> 01:12:24.640]  说真心话就是因为你不知道他是充板
[01:12:24.640 --> 01:12:25.580]  因为我是抱着
[01:12:25.580 --> 01:12:28.220]  结构走下充板去做主神上的
[01:12:28.220 --> 01:12:30.220]  没想到他给我留个上心了
[01:12:30.220 --> 01:12:31.320]  所以每次这样子的话呢
[01:12:31.320 --> 01:12:34.220]  我晚上都基本上要反复看反复看反复看
[01:12:34.220 --> 01:12:36.280]  然后再思考第二点预期
[01:12:36.280 --> 01:12:37.920]  因为你反复看的预期就是什么
[01:12:37.920 --> 01:12:38.980]  你要知道应对
[01:12:38.980 --> 01:12:40.580]  你错了就认错
[01:12:40.580 --> 01:12:42.620]  不对没那么错
[01:12:42.620 --> 01:12:43.920]  我就扛我就拿着
[01:12:43.920 --> 01:12:45.280]  因为还有趋势线嘛
[01:12:45.280 --> 01:12:47.680]  是不是还有趋势线为最后的防守
[01:12:47.680 --> 01:12:49.080]  所以我们讲分时啊
[01:12:49.080 --> 01:12:52.080]  就是你能买拐点不要买这种啊这种
[01:12:52.080 --> 01:12:53.280]  早上你就注意一下
[01:12:53.280 --> 01:12:54.720]  反正早上这种情况我跟大家讲
[01:12:54.720 --> 01:12:56.520]  你没有可能买的结果最高价
[01:12:56.520 --> 01:12:58.180]  这样很正常对吧
[01:12:58.180 --> 01:12:58.820]  毕竟
[01:12:58.820 --> 01:13:00.780]  毕竟谁也不是神
[01:13:01.120 --> 01:13:04.080]  是再加上现在的团队里头确实挺快的啊
[01:13:04.080 --> 01:13:05.280]  就是日线的
[01:13:05.280 --> 01:13:07.320]  日线我们肯定是短线的思路啊
[01:13:07.320 --> 01:13:08.980]  因为大家都知道的啊
[01:13:08.980 --> 01:13:11.380]  那么周线周线就会稳定很多
[01:13:11.380 --> 01:13:13.220]  周线就会稳定很多
[01:13:13.220 --> 01:13:15.920]  比如说周线是由日线组合的
[01:13:15.920 --> 01:13:18.720]  那比如说从周一到周二
[01:13:18.720 --> 01:13:21.020]  到周三到周四到周五就是
[01:13:21.020 --> 01:13:23.620]  阳线阳线推升的这是一个周线对吧
[01:13:23.620 --> 01:13:26.480]  也好的就像我们说的那个奥马电器
[01:13:26.480 --> 01:13:28.580]  奥马电器的那个月线
[01:13:28.580 --> 01:13:30.580]  不就是周线上这么推升的吗
[01:13:30.580 --> 01:13:31.180]  对不对
[01:13:31.180 --> 01:13:33.180]  你去回家自己看好不好
[01:13:33.180 --> 01:13:34.520]  因为我只打了一个日线啊
[01:13:34.520 --> 01:13:36.340]  你去看它就是两周对吧
[01:13:36.340 --> 01:13:38.580]  它就是日线这么慢慢推的就是健康的
[01:13:38.580 --> 01:13:40.720]  那么还有呢就是因为它只有五根嘛
[01:13:40.720 --> 01:13:42.580]  还有周一我是说休息的
[01:13:42.580 --> 01:13:44.440]  周二我还要回一回的
[01:13:44.440 --> 01:13:45.880]  我周三来庆功养
[01:13:45.880 --> 01:13:48.880]  周四来说一说周五这样说的也是好的
[01:13:48.880 --> 01:13:50.880]  对吧也是好的
[01:13:50.880 --> 01:13:52.840]  然后当然有的时候会带隐线的
[01:13:52.840 --> 01:13:54.080]  我这里就不挂了啊
[01:13:54.080 --> 01:13:57.840]  那有的呢比如说周一周二我就直接冲
[01:13:57.840 --> 01:13:58.420]  对吧
[01:13:58.420 --> 01:14:00.280]  周三冲一冲周四周五回调的
[01:14:00.280 --> 01:14:01.080]  这个也是好的
[01:14:01.080 --> 01:14:03.520]  啊也是好的大家可以看到
[01:14:03.520 --> 01:14:05.520]  那么还有一点是什么样的就是
[01:14:05.520 --> 01:14:06.020]  呃
[01:14:06.020 --> 01:14:08.420]  基本上就是这几种吧
[01:14:08.420 --> 01:14:10.680]  对吧要不就是要不就是周一
[01:14:10.680 --> 01:14:12.320]  周一休息周二周三冲
[01:14:12.320 --> 01:14:14.580]  要不周一周二休息周三周四冲
[01:14:14.580 --> 01:14:16.020]  要不就是先冲后休息吧
[01:14:16.020 --> 01:14:17.580]  按我的注嘛这都是好的
[01:14:17.580 --> 01:14:19.020]  不好的就是那什么
[01:14:19.020 --> 01:14:20.040]  我周一冲
[01:14:20.040 --> 01:14:23.280]  周二周三给你啪啪一线滑下来
[01:14:23.280 --> 01:14:25.440]  然后完了之后带走又冲
[01:14:25.440 --> 01:14:27.020]  关键又冲又没过高
[01:14:27.020 --> 01:14:28.880]  以周线是好的
[01:14:28.880 --> 01:14:29.820]  这个就不好
[01:14:30.380 --> 01:14:31.860]  大家的那种意思吧就是
[01:14:31.860 --> 01:14:33.460]  因为不好的有很多种
[01:14:33.460 --> 01:14:35.980]  反正你就记住相当偏好的就是这种
[01:14:35.980 --> 01:14:36.860]  也得健康
[01:14:36.860 --> 01:14:38.720]  也得排列健康
[01:14:38.720 --> 01:14:41.180]  就是非常地的排列健康啊
[01:14:41.180 --> 01:14:47.020]  你需要排列健康嘛就是我们说的对
[01:14:47.020 --> 01:14:47.680]  呃
[01:14:47.680 --> 01:14:50.680]  周拐点的时候你的他的健康程度
[01:14:50.680 --> 01:14:52.220]  那么包括月线
[01:14:52.220 --> 01:14:54.680]  月线我们就看周的排列健康
[01:14:54.680 --> 01:14:56.760]  也也跟这个一样的
[01:14:56.760 --> 01:14:58.860]  四周月线一般是四周嘛
[01:14:58.920 --> 01:15:02.280]  那你四周是不是啊慢慢慢慢上推的也是好的
[01:15:02.280 --> 01:15:04.480]  对吧你小飞线一个月的上涨
[01:15:04.480 --> 01:15:06.480]  这里再停留一周也是好的
[01:15:06.480 --> 01:15:09.080]  因为周线你不可能连续周攻嘛
[01:15:09.080 --> 01:15:10.560]  反正这是个小凉线啊
[01:15:10.560 --> 01:15:11.720]  对不可能连续的
[01:15:11.720 --> 01:15:12.960]  但是你要进攻呀
[01:15:12.960 --> 01:15:14.880]  然后如果说或者说是什么
[01:15:14.880 --> 01:15:17.160]  或者说是我进攻完之后
[01:15:17.160 --> 01:15:19.220]  小飞线进攻完之后我再停留再
[01:15:19.220 --> 01:15:20.520]  休息也是好的
[01:15:20.520 --> 01:15:22.960]  或者是我直接周一周进攻
[01:15:22.960 --> 01:15:25.980]  然后我在这里小凉线小凉线小凉线也是好的
[01:15:25.980 --> 01:15:27.380]  小一线回来也是好的
[01:15:27.860 --> 01:15:29.160]  大家能明白我意思吗
[01:15:29.160 --> 01:15:30.920]  就是这就是分解
[01:15:30.920 --> 01:15:34.560]  就是我这个解决问题就说白了
[01:15:34.560 --> 01:15:35.720]  要得到两个字
[01:15:35.720 --> 01:15:38.120]  不是积极主动的解决问题
[01:15:38.120 --> 01:15:41.760]  因为拐一点是不是代表解决问题啊
[01:15:41.760 --> 01:15:43.720]  有些扭转是不是代表解决问题
[01:15:43.720 --> 01:15:46.520]  我在解决问题的时候我需要是积极主动的
[01:15:46.520 --> 01:15:48.660]  这个大家现在能理解了啊
[01:15:48.660 --> 01:15:50.200]  需要是积极主动的
[01:15:50.200 --> 01:15:52.960]  不是积极主动逃进倒爬的要先注意小心
[01:15:52.960 --> 01:15:55.620]  还有最重要的一点对这里就是回到这个点
[01:15:57.160 --> 01:15:59.520]  有的时候日线比如周三
[01:15:59.520 --> 01:16:01.520]  对吧这里是小凉线小凉线
[01:16:01.520 --> 01:16:04.420]  周三抽了一个阳线就是不好的啊
[01:16:04.420 --> 01:16:05.860]  周三抽了一个阳线
[01:16:05.860 --> 01:16:08.220]  我在日线上感觉这个必须拐点挺好的
[01:16:08.220 --> 01:16:09.020]  对不对
[01:16:09.020 --> 01:16:13.520]  但因为你周三抽阳线周线是不是也是跟着收起来的
[01:16:13.520 --> 01:16:17.220]  但是奶奶的周速中给你啪打下来了
[01:16:17.220 --> 01:16:21.620]  然后那个周线变成那个带有引线的什么
[01:16:21.620 --> 01:16:25.120]  这不是周线拐点就日线拐点
[01:16:25.120 --> 01:16:26.860]  形成不了周线拐点
[01:16:27.220 --> 01:16:30.360]  变成了带有引线的那个什么周线你要小心的
[01:16:30.360 --> 01:16:31.860]  这里又启动不了
[01:16:31.860 --> 01:16:33.760]  这种情况要大家注意啊
[01:16:33.760 --> 01:16:37.420]  这我做了一次所以我也会很愉快
[01:16:37.420 --> 01:16:40.720]  就是为什么这个骂人的就在这对吧
[01:16:40.720 --> 01:16:43.460]  看得好好的周四周五给我盖下来
