[00:00:00.000 --> 00:00:02.500]  还怕啥 机会肯定是多于风险的
[00:15:11.600 --> 00:15:13.600]  它就左平了
[00:15:15.600 --> 00:15:17.600]  大头自己慢慢去感受啊
[00:15:17.600 --> 00:15:21.600]  因为我为什么这次讲结构讲的少
[00:15:21.600 --> 00:15:25.600]  我说这些话我觉得未来的板块指数一旦走好的话
[00:15:25.600 --> 00:15:29.600]  不会像我们以前教的教科书的那么标准
[00:15:29.600 --> 00:15:31.600]  这是我自己看下来的一个感受
[00:15:31.600 --> 00:15:33.600]  大家明白我意思吧
[00:15:33.600 --> 00:15:37.600]  就是像我们19年那个时候起中长期的趋势
[00:15:37.600 --> 00:15:39.600]  像新能源啊
[00:15:39.600 --> 00:15:41.600]  然后包括有色呀
[00:15:41.600 --> 00:15:43.600]  包括化工啊
[00:15:43.600 --> 00:15:45.600]  包括食品饮料啊对吧
[00:15:45.600 --> 00:15:47.600]  包括半导体啊等等啊
[00:15:47.600 --> 00:15:49.600]  元气件
[00:15:49.600 --> 00:15:51.600]  他们在走后面的主生行情的时候
[00:15:51.600 --> 00:15:53.600]  其实真的就我叫里面教科书般的标准
[00:15:53.600 --> 00:15:55.600]  但是我认为接下来
[00:15:55.600 --> 00:15:57.600]  就是这个板块会起主生的时候
[00:15:57.600 --> 00:16:01.600]  它的扭转过程不见得会呈现
[00:16:01.600 --> 00:16:03.600]  可能会有
[00:16:03.600 --> 00:16:05.600]  但是完全按照教科书般那么清晰的
[00:16:05.600 --> 00:16:07.600]  不见得
[00:16:07.600 --> 00:16:09.600]  肯定会变异的
[00:16:09.600 --> 00:16:13.600]  我们的投资者的能力在提升
[00:16:13.600 --> 00:16:15.600]  所以我说这是一条你永远觉得你成长了
[00:16:15.600 --> 00:16:17.600]  然后又是一个窟窿在面前的
[00:16:17.600 --> 00:16:19.600]  这一条一个行业
[00:16:19.600 --> 00:16:21.600]  投资者的能力穿在此提升
[00:16:21.600 --> 00:16:23.600]  就我觉得比如说
[00:16:23.600 --> 00:16:25.600]  听过我波段结构学的
[00:16:25.600 --> 00:16:27.600]  我觉得少说要好几千人吧
[00:16:27.600 --> 00:16:29.600]  对吧
[00:16:29.600 --> 00:16:31.600]  然后再加上现在这么多老师都在做投资
[00:16:31.600 --> 00:16:33.600]  这几年啊从18年开始到现在
[00:16:33.600 --> 00:16:35.600]  这么多老师通过抖音
[00:16:35.600 --> 00:16:37.600]  通过视频号
[00:16:37.600 --> 00:16:39.600]  来培育投资者的认知能力
[00:16:39.600 --> 00:16:41.600]  但你要明白
[00:16:41.600 --> 00:16:43.600]  这些认知能力的培养
[00:16:43.600 --> 00:16:45.600]  是不是都是还是建立在过去认为行之有效的
[00:16:45.600 --> 00:16:47.600]  这个方法论上
[00:16:47.600 --> 00:16:49.600]  大家思考
[00:16:49.600 --> 00:16:51.600]  我是我觉得
[00:16:51.600 --> 00:16:53.600]  我是一直在思考这个问题的
[00:16:53.600 --> 00:16:55.600]  肯定都是建立在这个为主的
[00:16:55.600 --> 00:16:57.600]  所以未来真正起机会
[00:16:57.600 --> 00:16:59.600]  或者是单边趋势机会的时候
[00:16:59.600 --> 00:17:01.600]  我们不能以形为主
[00:17:01.600 --> 00:17:03.600]  因为过去我也是交代了模型结构
[00:17:03.600 --> 00:17:05.600]  要怎么走
[00:17:05.600 --> 00:17:07.600]  我认为会发生变化
[00:17:07.600 --> 00:17:09.600]  所以这一次我更多的是讲究
[00:17:09.600 --> 00:17:11.600]  视为主
[00:17:11.600 --> 00:17:13.600]  因为万变你视转多
[00:17:13.600 --> 00:17:15.600]  你是变不了
[00:17:15.600 --> 00:17:17.600]  大家认同吧
[00:17:17.600 --> 00:17:19.600]  就我这个形我一直给你阳线
[00:17:19.600 --> 00:17:21.600]  一会给你一个阴线又回答到阴包阳
[00:17:21.600 --> 00:17:23.600]  但是你那个视的力量
[00:17:23.600 --> 00:17:25.600]  就是价格的变化是很快的
[00:17:25.600 --> 00:17:27.600]  但是你的视的变化是没那么快的
[00:17:27.600 --> 00:17:29.600]  所以我希望
[00:17:29.600 --> 00:17:31.600]  大家自己也是要有这样的一个
[00:17:31.600 --> 00:17:33.600]  心理预期
[00:17:33.600 --> 00:17:35.600]  从视的变化来讲
[00:17:35.600 --> 00:17:37.600]  这个位置就是好的
[00:17:37.600 --> 00:17:39.600]  只要你下个月
[00:17:39.600 --> 00:17:41.600]  甚至稍微这个月能收到
[00:17:41.600 --> 00:17:43.600]  这个15的上方
[00:17:43.600 --> 00:17:45.600]  就是机会确认
[00:17:45.600 --> 00:17:47.600]  我们说的机会确认是什么
[00:17:47.600 --> 00:17:49.600]  视转多
[00:17:49.600 --> 00:17:51.600]  最后的价格收盘价收在什么
[00:17:51.600 --> 00:17:53.600]  视的上方
[00:17:53.600 --> 00:17:55.600]  那就是视的多头
[00:17:55.600 --> 00:17:57.600]  跟价的多头什么
[00:17:57.600 --> 00:17:59.600]  共振了
[00:17:59.600 --> 00:18:01.600]  大家明白我意思没有
[00:18:01.600 --> 00:18:03.600]  我们下个月就要下个月限
[00:18:03.600 --> 00:18:05.600]  收在它的上方上方再回调
[00:18:05.600 --> 00:18:07.600]  再向上只要收在它的上方
[00:18:07.600 --> 00:18:09.600]  那么这个就是视的多头
[00:18:09.600 --> 00:18:11.600]  价格的多头形成一个共振
[00:18:11.600 --> 00:18:13.600]  那我们说数结构你要数模型
[00:18:13.600 --> 00:18:15.600]  你能告诉我这是什么模型吗
[00:18:15.600 --> 00:18:17.600]  我也不知道连我讲
[00:18:17.600 --> 00:18:19.600]  我也讲不出来
[00:18:19.600 --> 00:18:21.600]  因为模型的背后的根本是什么
[00:18:21.600 --> 00:18:23.600]  模型背后的根本是我
[00:18:23.600 --> 00:18:25.600]  认为它接下来走主声
[00:18:25.600 --> 00:18:27.600]  那么能够走主声的根本是
[00:18:27.600 --> 00:18:29.600]  这个视产生了多头合力
[00:18:29.600 --> 00:18:31.600]  大家能理解我意思没有
[00:18:31.600 --> 00:18:33.600]  视产生了多头合力
[00:18:33.600 --> 00:18:35.600]  所以我就把这些点
[00:18:35.600 --> 00:18:37.600]  也是结合起来
[00:18:37.600 --> 00:18:39.600]  这个月好不好
[00:18:39.600 --> 00:18:41.600]  大家有没有发现一点
[00:18:41.600 --> 00:18:43.600]  我现在跟大家讲没有大家画线
[00:18:43.600 --> 00:18:45.600]  也不要人画结构
[00:18:45.600 --> 00:18:47.600]  我让你们重点关键时刻去关注
[00:18:47.600 --> 00:18:49.600]  那几根K线的变化
[00:18:49.600 --> 00:18:51.600]  我从上午开始讲知识点
[00:18:51.600 --> 00:18:53.600]  到现在我已经反复再强调
[00:18:53.600 --> 00:18:55.600]  大家应该能感受到
[00:18:55.600 --> 00:18:57.600]  关键节点那根K线的变化
[00:18:57.600 --> 00:18:59.600]  比如说像是今天周五
[00:18:59.600 --> 00:19:01.600]  今天周五你要买的股票
[00:19:01.600 --> 00:19:03.600]  在周五的时候
[00:19:03.600 --> 00:19:05.600]  周线的收盘价能不能收在
[00:19:05.600 --> 00:19:07.600]  50 20的上方
[00:19:07.600 --> 00:19:09.600]  它周能不能修复好
[00:19:09.600 --> 00:19:11.600]  如果这周的周五的走势
[00:19:11.600 --> 00:19:13.600]  周能修复好下周就有一价的预期
[00:19:13.600 --> 00:19:15.600]  对吧就短线一价的预期
[00:19:15.600 --> 00:19:17.600]  如果你盘周很好尾盘收下来
[00:19:17.600 --> 00:19:19.600]  收盘价收在五周线的下方
[00:19:19.600 --> 00:19:21.600]  或者是十周线的下方
[00:19:21.600 --> 00:19:23.600]  哪怕日线再好看
[00:19:23.600 --> 00:19:25.600]  下周大概就是什么
[00:19:25.600 --> 00:19:29.600]  因为每次的收盘价是不是定成败
[00:19:29.600 --> 00:19:31.600]  月线就是月线
[00:19:31.600 --> 00:19:33.600]  月线代表中长阶的局势的定成败
[00:19:33.600 --> 00:19:35.600]  周线代表当下这个波段的定成败
[00:19:35.600 --> 00:19:37.600]  日线代表短线
[00:19:37.600 --> 00:19:39.600]  就接下来几天的延展性的定成败
[00:19:39.600 --> 00:19:43.600]  所以跟大家就是把这些细节点
[00:19:43.600 --> 00:19:45.600]  K线的变化很重要
[00:19:45.600 --> 00:19:47.600]  自己去感受这个变化
[00:19:47.600 --> 00:19:49.600]  这个魅力
[00:19:49.600 --> 00:19:51.600]  这阴包阳
[00:19:51.600 --> 00:19:53.600]  因为卖点我这里还没有讲卖点
[00:19:53.600 --> 00:19:55.600]  怎么转变
[00:19:55.600 --> 00:19:59.600]  我不知道大家的问题是怎样
[00:19:59.600 --> 00:20:01.600]  实际操作过程中
[00:20:01.600 --> 00:20:03.600]  你买对的概率多
[00:20:03.600 --> 00:20:05.600]  还是卖错
[00:20:05.600 --> 00:20:07.600]  因为卖错亏钱
[00:20:07.600 --> 00:20:09.600]  还是因为买错亏钱
[00:20:09.600 --> 00:20:11.600]  问大家问题
[00:20:11.600 --> 00:20:13.600]  我买的这个股票
[00:20:13.600 --> 00:20:15.600]  我买进去就不咋的就亏钱了
[00:20:15.600 --> 00:20:17.600]  情况比较多
[00:20:17.600 --> 00:20:19.600]  还是说因为我赚钱了
[00:20:19.600 --> 00:20:21.600]  卖错亏钱
[00:20:21.600 --> 00:20:23.600]  情况比较多
[00:20:23.600 --> 00:20:25.600]  买错亏的多
[00:20:25.600 --> 00:20:27.600]  是买错亏的多是吧
[00:20:27.600 --> 00:20:29.600]  如果说我买完之后
[00:20:29.600 --> 00:20:31.600]  我还是赚多了
[00:20:31.600 --> 00:20:33.600]  然后因为我们该卖不卖
[00:20:33.600 --> 00:20:35.600]  而亏钱的这个频率是什么
[00:20:35.600 --> 00:20:37.600]  应该是低于买错出的频率
[00:20:37.600 --> 00:20:39.600]  对不对
[00:20:39.600 --> 00:20:41.600]  是这样吧
[00:20:41.600 --> 00:20:43.600]  所以怎么样提高
[00:20:43.600 --> 00:20:45.600]  少买错
[00:20:45.600 --> 00:20:47.600]  才是什么
[00:20:47.600 --> 00:20:49.600]  才是重点认同吧
[00:20:49.600 --> 00:20:51.600]  对了你只是赚多赚少
[00:20:51.600 --> 00:20:53.600]  你买错了就是亏多亏少
[00:20:53.600 --> 00:20:55.600]  所以为什么我在买的这个环节
[00:20:55.600 --> 00:20:57.600]  我会为主的去展开
[00:20:57.600 --> 00:20:59.600]  要更为主的去展开
[00:20:59.600 --> 00:21:01.600]  这是关于我们
[00:21:01.600 --> 00:21:03.600]  整个今天上午
[00:21:03.600 --> 00:21:05.600]  关于回到小波段的
[00:21:05.600 --> 00:21:07.600]  还有讲的循环啊
[00:21:07.600 --> 00:21:09.600]  刚才讲的这个空代表这个循环
[00:21:09.600 --> 00:21:11.600]  你看慢慢慢慢产生了一个上涨
[00:21:11.600 --> 00:21:13.600]  那为什么我要讲这个循环呢
[00:21:13.600 --> 00:21:15.600]  因为短线就不要那么大的循环
[00:21:15.600 --> 00:21:17.600]  比如说回到短线就不需要那么大的
[00:21:17.600 --> 00:21:19.600]  循环我们就用一个个股来看
[00:21:19.600 --> 00:21:21.600]  今天其实
[00:21:21.600 --> 00:21:23.600]  排面还挺好的
[00:21:23.600 --> 00:21:25.600]  航空这个
[00:21:25.600 --> 00:21:27.600]  今天的这个
[00:21:27.600 --> 00:21:29.600]  下个星期的这个什么
[00:21:29.600 --> 00:21:31.600]  下个星期的低空机肯定有延展性的
[00:21:31.600 --> 00:21:33.600]  大家可以看
[00:21:33.600 --> 00:21:35.600]  今天是周五
[00:21:35.600 --> 00:21:37.600]  下个星期这个方向
[00:21:37.600 --> 00:21:39.600]  肯定有短线的连续性的
[00:21:39.600 --> 00:21:41.600]  这是板块
[00:21:41.600 --> 00:21:43.600]  刚选的应该看得懂了吧
[00:21:43.600 --> 00:21:45.600]  这是不是由空转多
[00:21:45.600 --> 00:21:47.600]  对不对
[00:21:47.600 --> 00:21:49.600]  然后这个位置是个空中
[00:21:49.600 --> 00:21:51.600]  多头中的调整
[00:21:51.600 --> 00:21:53.600]  那么这里收在5和10的上方
[00:21:53.600 --> 00:21:55.600]  都会确定昨天和前天
[00:21:55.600 --> 00:21:57.600]  都是什么
[00:21:57.600 --> 00:21:59.600]  差不多一层对不对
[00:21:59.600 --> 00:22:01.600]  那么今天现在是周五目前是下午
[00:22:01.600 --> 00:22:03.600]  两点
[00:22:03.600 --> 00:22:05.600]  这个基本上收盘大家可以看到今天开盘
[00:22:05.600 --> 00:22:07.600]  就已经在价格已经在市的上方
[00:22:07.600 --> 00:22:09.600]  对不对
[00:22:09.600 --> 00:22:11.600]  所以今天低空里面符合的
[00:22:11.600 --> 00:22:13.600]  个股也符合的其实是一个短线
[00:22:13.600 --> 00:22:15.600]  其实是一个短线买点
[00:22:15.600 --> 00:22:17.600]  像这个的话下周
[00:22:17.600 --> 00:22:19.600]  因为我们只要板块指数
[00:22:19.600 --> 00:22:21.600]  比如说它在这个阳线的上方
[00:22:21.600 --> 00:22:23.600]  有个三五天或者是五六天
[00:22:23.600 --> 00:22:25.600]  因为这是一个15分钟级别
[00:22:25.600 --> 00:22:27.600]  回到这个位置去数多头我们来看
[00:22:27.600 --> 00:22:29.600]  这是个约15分钟级别的上涨
[00:22:29.600 --> 00:22:31.600]  15分钟级别的调整
[00:22:31.600 --> 00:22:33.600]  那这个它的这个行情级别的
[00:22:33.600 --> 00:22:35.600]  一个短线连续性的预期是不是
[00:22:35.600 --> 00:22:37.600]  15分钟级别
[00:22:37.600 --> 00:22:39.600]  所以它下周像今天反包的
[00:22:39.600 --> 00:22:41.600]  健康反包的下周就有短线一家
[00:22:41.600 --> 00:22:43.600]  的空间是不是就是这个知识点
[00:22:43.600 --> 00:22:45.600]  能掌握的就回到日线
[00:22:45.600 --> 00:22:47.600]  大家明白我意思没有
[00:22:47.600 --> 00:22:49.600]  就回到日线的一个思路啊
[00:22:49.600 --> 00:22:51.600]  那我们俩可以同样看一看
[00:22:51.600 --> 00:22:53.600]  今天涨停板还蛮多的交控
[00:22:53.600 --> 00:22:57.600]  交控因为实物那我再回到了
[00:22:57.600 --> 00:22:59.600]  刚才回到这个问题啊
[00:22:59.600 --> 00:23:01.600]  大家都知道问一下15分钟级别运行时间
[00:23:01.600 --> 00:23:03.600]  一般是多久
[00:23:03.600 --> 00:23:05.600]  空间呢
[00:23:05.600 --> 00:23:07.600]  10到20
[00:23:07.600 --> 00:23:09.600]  那我就问大家问题我们既然判断是15分钟级别行情
[00:23:09.600 --> 00:23:11.600]  今天票有20%中股的还有6%
[00:23:11.600 --> 00:23:13.600]  因为涨时空间是多少
[00:23:13.600 --> 00:23:15.600]  20%
[00:23:15.600 --> 00:23:17.600]  上官好一点20%多30%对不对
[00:23:17.600 --> 00:23:19.600]  所以你这就回到个股
[00:23:19.600 --> 00:23:21.600]  对吧有什么样的个股
[00:23:21.600 --> 00:23:23.600]  我还知道这里比如说七八个点起来
[00:23:23.600 --> 00:23:25.600]  或者第一个板起来我封板
[00:23:25.600 --> 00:23:27.600]  买或者七八个点买我下周
[00:23:27.600 --> 00:23:29.600]  可能还有七八个点十个点的一家空间
[00:23:29.600 --> 00:23:31.600]  你不能使用股票
[00:23:31.600 --> 00:23:33.600]  它可能下周会有一家的
[00:23:33.600 --> 00:23:35.600]  这个股票下周肯定会有一家的
[00:23:35.600 --> 00:23:37.600]  因为为什么呢这就是回到我
[00:23:37.600 --> 00:23:39.600]  今天早上送给大家的民主化
[00:23:39.600 --> 00:23:41.600]  这是不是一个
[00:23:41.600 --> 00:23:43.600]  压力高浪线
[00:23:43.600 --> 00:23:45.600]  对吧但是今天
[00:23:45.600 --> 00:23:47.600]  冲高过它的时候需要
[00:23:47.600 --> 00:23:49.600]  比它更大的量吗
[00:23:49.600 --> 00:23:51.600]  没有
[00:23:51.600 --> 00:23:53.600]  那说明这个量
[00:23:53.600 --> 00:23:55.600]  的筹码
[00:23:55.600 --> 00:23:57.600]  跟今天起动是什么
[00:23:57.600 --> 00:23:59.600]  同一个人
[00:23:59.600 --> 00:24:01.600]  大家明白我的意思没有
[00:24:01.600 --> 00:24:03.600]  我现在所讲的就是全部都回到
[00:24:03.600 --> 00:24:05.600]  实战了
[00:24:05.600 --> 00:24:07.600]  以前你们可以说我还是有点理论的
[00:24:07.600 --> 00:24:09.600]  对不对实战今天可能就是
[00:24:09.600 --> 00:24:11.600]  教学就是教学我跟大家讲
[00:24:11.600 --> 00:24:13.600]  你看我这个人做事很绝的
[00:24:13.600 --> 00:24:15.600]  我不教学了我就是
[00:24:15.600 --> 00:24:17.600]  直接辞职回家做股票
[00:24:17.600 --> 00:24:19.600]  因为我教学我就精力
[00:24:19.600 --> 00:24:21.600]  都在外放
[00:24:21.600 --> 00:24:23.600]  我现在就只管好我自己
[00:24:23.600 --> 00:24:25.600]  对吧大家能
[00:24:25.600 --> 00:24:27.600]  听多少我也没办法
[00:24:27.600 --> 00:24:29.600]  对不对所以我这个人是这样的
[00:24:29.600 --> 00:24:31.600]  我现在就是靠这个吃饭
[00:24:31.600 --> 00:24:33.600]  所以我们刚才所讲的那一句话
[00:24:33.600 --> 00:24:35.600]  你们要去思考这个会有一家
[00:24:35.600 --> 00:24:37.600]  空间但你判断这个行情级别
[00:24:37.600 --> 00:24:39.600]  如果这个行情级别有30分钟
[00:24:39.600 --> 00:24:41.600]  级别明天到开盘集合金甲
[00:24:41.600 --> 00:24:43.600]  可以做但是15分钟
[00:24:43.600 --> 00:24:45.600]  级别有可能要冲高盘中抽高
[00:24:45.600 --> 00:24:47.600]  你买进去是没有卖出的机会的
[00:24:47.600 --> 00:24:49.600]  大家能理解我的意思吧我们
[00:24:49.600 --> 00:24:51.600]  再来看
[00:24:51.600 --> 00:24:53.600]  盛南股份对吧
[00:24:53.600 --> 00:24:55.600]  盛南股份现在是是不是
[00:24:55.600 --> 00:24:57.600]  在拉升这个黄大长
[00:24:57.600 --> 00:24:59.600]  做了
[00:24:59.600 --> 00:25:01.600]  这个是不是在前两天昨天早上
[00:25:01.600 --> 00:25:03.600]  开始一动的时候它已经开始
[00:25:03.600 --> 00:25:05.600]  反包了来看一下
[00:25:05.600 --> 00:25:07.600]  这个短线就是这样的呢
[00:25:07.600 --> 00:25:09.600]  这是不是短线在这提醒
[00:25:09.600 --> 00:25:11.600]  你就看最近
[00:25:11.600 --> 00:25:13.600]  你就不要说我缩小图形
[00:25:13.600 --> 00:25:15.600]  看趋势
[00:25:15.600 --> 00:25:17.600]  你就是放大图形看量价
[00:25:17.600 --> 00:25:19.600]  大家明白我的意思没有
[00:25:19.600 --> 00:25:21.600]  趋势过段是缩小图形要看
[00:25:21.600 --> 00:25:23.600]  盘面的趋势
[00:25:23.600 --> 00:25:25.600]  循环的短线
[00:25:25.600 --> 00:25:27.600]  量价本身月线也不好周线
