[00:00:00.000 --> 00:00:01.000]  什么密码
[00:56:55.000 --> 00:56:57.000]  四个十字形都会出来了
[00:56:57.000 --> 00:56:59.000]  不会小阳小阳小阳是不会出现反打的
[00:56:59.000 --> 00:57:01.000]  肯定有分歧的
[00:57:01.000 --> 00:57:03.000]  看似是小阳但小阳的过程是有点分歧的
[00:57:03.000 --> 00:57:05.000]  然后呢一根阴线
[00:57:05.000 --> 00:57:07.000]  把这里的什么
[00:57:07.000 --> 00:57:09.000]  比如我这不打的时候打三好了
[00:57:09.000 --> 00:57:11.000]  把一根阴线
[00:57:11.000 --> 00:57:13.000]  把这里给反打
[00:57:13.000 --> 00:57:15.000]  这种就反打
[00:57:15.000 --> 00:57:17.000]  那么怀抱又有什么区别呢
[00:57:17.000 --> 00:57:19.000]  怀抱呢是前面的小阴线
[00:57:19.000 --> 00:57:21.000]  是十字形囤阵
[00:57:21.000 --> 00:57:23.000]  小阳线就在一个区间
[00:57:23.000 --> 00:57:25.000]  把这些十字形的上方整理
[00:57:25.000 --> 00:57:27.000]  形成多头
[00:57:27.000 --> 00:57:29.000]  多头上方
[00:57:29.000 --> 00:57:31.000]  黑线
[00:57:31.000 --> 00:57:33.000]  平顿
[00:57:33.000 --> 00:57:35.000]  多头上方黑线平顿
[00:57:35.000 --> 00:57:37.000]  然后呢一根阳线的尾巴
[00:57:37.000 --> 00:57:39.000]  就是我们说的五号和六号线的吧
[00:57:39.000 --> 00:57:41.000]  一根阳线的
[00:57:41.000 --> 00:57:43.000]  这个下三分之一或者是一半
[00:57:43.000 --> 00:57:45.000]  就把这些黑线全给盖掉
[00:57:45.000 --> 00:57:49.000]  不是说尾巴盖上
[00:57:49.000 --> 00:57:51.000]  阳线的这个下部的
[00:57:51.000 --> 00:57:53.000]  下段部分
[00:57:53.000 --> 00:57:55.000]  就直接把前面全部盖掉了
[00:57:55.000 --> 00:57:57.000]  但是你懂我意思吧
[00:57:57.000 --> 00:57:59.000]  这个就叫怀抱
[00:57:59.000 --> 00:58:01.000]  我把前面的所有人都给抱住了
[00:58:01.000 --> 00:58:03.000]  而且是用小腿跟抱的
[00:58:03.000 --> 00:58:05.000]  那知道了前面都是小罗罗
[00:58:05.000 --> 00:58:07.000]  都是三岁像我
[00:58:07.000 --> 00:58:09.000]  像我们家小子一样
[00:58:09.000 --> 00:58:11.000]  全是一种小罗罗我肯定管得好的
[00:58:11.000 --> 00:58:13.000]  那要是都跟我一样
[00:58:13.000 --> 00:58:15.000]  我肯定赶不来
[00:58:15.000 --> 00:58:17.000]  那就打死了
[00:58:17.000 --> 00:58:19.000]  反过来呢就是阴线
[00:58:19.000 --> 00:58:21.000]  在空方
[00:58:21.000 --> 00:58:23.000]  因为怀抱这种黑线
[00:58:23.000 --> 00:58:25.000]  基本上都是顺势而起才会出现的
[00:58:25.000 --> 00:58:27.000]  空方
[00:58:27.000 --> 00:58:29.000]  然后呢下方整理
[00:58:29.000 --> 00:58:31.000]  下方停顿
[00:58:31.000 --> 00:58:33.000]  十字形十字形小阴线小阳线
[00:58:33.000 --> 00:58:35.000]  然后完了之后一根阴线
[00:58:35.000 --> 00:58:37.000]  也是一样的上三分之一
[00:58:37.000 --> 00:58:39.000]  就把这些黑线全部给什么
[00:58:39.000 --> 00:58:41.000]  怀抱向下怀抱
[00:58:41.000 --> 00:58:43.000]  这是我们说的怀抱的
[00:58:43.000 --> 00:58:45.000]  一个黑线组合
[00:58:45.000 --> 00:58:47.000]  那么还有一个呢就这三个掌握好了
[00:58:47.000 --> 00:58:49.000]  还有一个呢就叫覆盖
[00:58:49.000 --> 00:58:55.000]  覆盖呢就简单了
[00:58:55.000 --> 00:58:57.000]  多头覆盖
[00:58:57.000 --> 00:58:59.000]  就又回到我们今天讲的阴线的一号和二号
[00:58:59.000 --> 00:59:01.000]  做洗盘来看的
[00:59:01.000 --> 00:59:03.000]  多头覆盖是什么
[00:59:03.000 --> 00:59:05.000]  趋势上方出现阳线对不对
[00:59:05.000 --> 00:59:07.000]  然后来了一根高开低走的阴线
[00:59:07.000 --> 00:59:09.000]  没有跌过五天线十天线
[00:59:09.000 --> 00:59:11.000]  或跌到五天线十天线之间
[00:59:11.000 --> 00:59:13.000]  但是这个阴线呢
[00:59:13.000 --> 00:59:15.000]  把左边的那个阳线呢一半给跌破掉了
[00:59:15.000 --> 00:59:17.000]  因为我们很多时候
[00:59:17.000 --> 00:59:19.000]  大部分人是不是都是守阳线的
[00:59:19.000 --> 00:59:21.000]  这个中心架嘛对不对
[00:59:21.000 --> 00:59:23.000]  他发现这个阳线的中心架
[00:59:23.000 --> 00:59:25.000]  给跌破掉了
[00:59:25.000 --> 00:59:27.000]  形成了这样一个覆盖
[00:59:27.000 --> 00:59:29.000]  但因为他的势力没有换成变化
[00:59:29.000 --> 00:59:31.000]  所以我们一般来看一下
[00:59:31.000 --> 00:59:33.000]  他会不会反包两天看能不能反包
[00:59:33.000 --> 00:59:35.000]  所以我们用覆盖在多头里面主要是看洗盘
[00:59:35.000 --> 00:59:37.000]  先看洗盘就是我们阴线里面的
[00:59:37.000 --> 00:59:39.000]  一号二号组合
[00:59:39.000 --> 00:59:41.000]  先看洗盘的
[00:59:41.000 --> 00:59:43.000]  多头是先看洗盘的
[00:59:43.000 --> 00:59:45.000]  然后空头呢又多的
[00:59:45.000 --> 00:59:47.000]  空头
[00:59:47.000 --> 00:59:49.000]  比如说一个阴线
[00:59:49.000 --> 00:59:51.000]  对吧
[00:59:51.000 --> 00:59:53.000]  然后完了就是拿一个低开高走的阳线
[00:59:53.000 --> 00:59:55.000]  把这个阴线的一半给站上
[00:59:55.000 --> 00:59:57.000]  我感觉机会来了
[00:59:57.000 --> 00:59:59.000]  实际上可能他只是一个空头
[00:59:59.000 --> 01:00:01.000]  又多
[01:00:01.000 --> 01:00:03.000]  空风洗盘
[01:00:03.000 --> 01:00:05.000]  然后我们也一样的观察两天
[01:00:05.000 --> 01:00:07.000]  然后说不定什么又是一个阴线
[01:00:07.000 --> 01:00:09.000]  这就是我们所知道的多方炮
[01:00:09.000 --> 01:00:11.000]  就是这么一个K线
[01:00:11.000 --> 01:00:13.000]  我就再来一个就变成多方炮和空风炮了
[01:00:13.000 --> 01:00:15.000]  这是覆盖
[01:00:15.000 --> 01:00:17.000]  K线组合你们核心的就这里
[01:00:17.000 --> 01:00:19.000]  我觉得这基本上就OK了
[01:00:19.000 --> 01:00:21.000]  那么强弱比对呢
[01:00:21.000 --> 01:00:23.000]  最强是这个
[01:00:23.000 --> 01:00:25.000]  其次是这个
[01:00:25.000 --> 01:00:27.000]  再其次是
[01:00:27.000 --> 01:00:29.000]  这个
[01:00:29.000 --> 01:00:31.000]  这个其实不叫扭转K线
[01:00:31.000 --> 01:00:33.000]  这个叫洗盘K线
[01:00:33.000 --> 01:00:35.000]  覆盖出一身洗盘
[01:00:35.000 --> 01:00:37.000]  对吧
[01:00:37.000 --> 01:00:39.000]  我这里空翻一次就是像空中洗盘
[01:00:39.000 --> 01:00:41.000]  和多中洗盘
[01:00:41.000 --> 01:00:43.000]  真正的扭转
[01:00:43.000 --> 01:00:45.000]  就是我们说的1的扭转
[01:00:45.000 --> 01:00:47.000]  和3浪1的扭转对吧
[01:00:47.000 --> 01:00:49.000]  或者是3浪1的那个扭转阳线
[01:00:49.000 --> 01:00:51.000]  扭转就是这三个K线组合
[01:00:51.000 --> 01:00:53.000]  基本上覆盖
[01:00:53.000 --> 01:00:55.000]  基本上覆盖
[01:00:55.000 --> 01:00:57.000]  那么在三种K线组合里面
[01:00:57.000 --> 01:00:59.000]  怀抱最强
[01:00:59.000 --> 01:01:01.000]  怀抱呢我再说一下
[01:01:01.000 --> 01:01:03.000]  一般是在
[01:01:03.000 --> 01:01:05.000]  3浪的位置
[01:01:05.000 --> 01:01:07.000]  走怀抱的情况下
[01:01:07.000 --> 01:01:09.000]  不会怎么调整
[01:01:09.000 --> 01:01:11.000]  基本上就是连着这3件上当
[01:01:11.000 --> 01:01:13.000]  就是我们说
[01:01:13.000 --> 01:01:15.000]  在结构数3浪
[01:01:15.000 --> 01:01:17.000]  以怀抱的方式启动
[01:01:17.000 --> 01:01:19.000]  通常就不会调整
[01:01:19.000 --> 01:01:21.000]  就沿着均线
[01:01:21.000 --> 01:01:23.000]  你还想等ABC是等不到的
[01:01:23.000 --> 01:01:25.000]  基本上就沿着均线上去
[01:01:25.000 --> 01:01:27.000]  基本上就是沿着均线上去
[01:01:27.000 --> 01:01:29.000]  记住了
[01:01:29.000 --> 01:01:47.000]  记好了啊
[01:01:47.000 --> 01:01:53.000]  拍得清楚吗
[01:01:55.000 --> 01:01:57.000]  记好了我们来看一下
[01:01:57.000 --> 01:02:03.000]  这是覆盖
[01:02:03.000 --> 01:02:05.000]  早晨之星和黄昏之星
[01:02:05.000 --> 01:02:07.000]  在我这里
[01:02:07.000 --> 01:02:09.000]  统一进入的是切入
[01:02:09.000 --> 01:02:11.000]  就大家认识的高科技教授讲的
[01:02:11.000 --> 01:02:13.000]  早晨之星和黄昏之星
[01:02:13.000 --> 01:02:15.000]  统一进入到切入这个逻辑
[01:02:15.000 --> 01:02:17.000]  因为早晨之星大家都知道的是什么
[01:02:17.000 --> 01:02:19.000]  有一个阴线
[01:02:19.000 --> 01:02:21.000]  然后一个下阴线
[01:02:21.000 --> 01:02:23.000]  然后一个小黑线
[01:02:23.000 --> 01:02:25.000]  然后再阳线包括早晨反转
[01:02:25.000 --> 01:02:27.000]  在我们这统一
[01:02:27.000 --> 01:02:29.000]  以切入的角度来看待
[01:02:29.000 --> 01:02:31.000]  因为它都是属于
[01:02:31.000 --> 01:02:33.000]  左边以实体阴为主
[01:02:33.000 --> 01:02:39.000]  大阳片线
[01:02:39.000 --> 01:02:41.000]  就是我们所讲的
[01:02:41.000 --> 01:02:43.000]  这里达到前高点
[01:02:43.000 --> 01:02:45.000]  你又没有涨停价
[01:02:45.000 --> 01:02:47.000]  你为什么不把这个高点过掉
[01:02:47.000 --> 01:02:49.000]  到收盘你都不把这个高点过掉
[01:02:49.000 --> 01:02:51.000]  因为它是一条长线
[01:02:51.000 --> 01:02:53.000]  你就小心是大阳片线
[01:02:53.000 --> 01:02:55.000]  特意这样走的
[01:02:55.000 --> 01:02:57.000]  因为它如果能够好的话
[01:02:57.000 --> 01:02:59.000]  它直接就涨停反爆掉了
[01:02:59.000 --> 01:03:01.000]  所以我们说对于K线就是这么来理解的
[01:03:01.000 --> 01:03:03.000]  那接下来咱们要做的功课是什么呢
[01:03:03.000 --> 01:03:05.000]  再次好好感受一下
[01:03:05.000 --> 01:03:07.000]  扭转走什么那个K线组合
[01:03:07.000 --> 01:03:11.000]  B弄反弹
[01:03:11.000 --> 01:03:13.000]  走什么那个K线组合
[01:03:13.000 --> 01:03:15.000]  3弄1走什么那个K线组合
[01:03:15.000 --> 01:03:17.000]  3弄3走什么那个K线组合
[01:03:17.000 --> 01:03:19.000]  大家能理解有意思没有
[01:03:19.000 --> 01:03:21.000]  我们之前讲的进攻
[01:03:21.000 --> 01:03:23.000]  就是进攻的那个强弱
[01:03:23.000 --> 01:03:25.000]  是不是以这个
[01:03:25.000 --> 01:03:27.000]  就是K线与势的关系
[01:03:27.000 --> 01:03:29.000]  现在在这个势的关系里面
[01:03:29.000 --> 01:03:31.000]  再加上这个阳线
[01:03:31.000 --> 01:03:33.000]  对应左边
[01:03:33.000 --> 01:03:35.000]  它是怎么样的
[01:03:35.000 --> 01:03:37.000]  这个阳线是攻左边的哪个
[01:03:37.000 --> 01:03:39.000]  是以小平台的
[01:03:39.000 --> 01:03:41.000]  怀抱中
[01:03:41.000 --> 01:03:43.000]  它后面是什么那个表现
[01:03:43.000 --> 01:03:45.000]  前面是反导的攻
[01:03:45.000 --> 01:03:47.000]  它是什么那个表现
[01:03:47.000 --> 01:03:49.000]  大家能理解有意思没有
[01:03:49.000 --> 01:03:51.000]  就是我觉得大家
[01:03:51.000 --> 01:03:53.000]  你没听到明白
[01:03:53.000 --> 01:03:55.000]  我们上课的一个什么
[01:03:55.000 --> 01:03:57.000]  是不是层层的
[01:03:57.000 --> 01:03:59.000]  大家怎么
[01:03:59.000 --> 01:04:01.000]  可能还是在这张图
[01:04:01.000 --> 01:04:03.000]  但是我希望大家在看这张图的过程中
[01:04:03.000 --> 01:04:05.000]  从物理看花
[01:04:05.000 --> 01:04:07.000]  到越看越
[01:04:07.000 --> 01:04:09.000]  越看越什么
[01:04:09.000 --> 01:04:11.000]  (笑声)
[01:04:11.000 --> 01:04:13.000]  到越看越花
[01:04:13.000 --> 01:04:15.000]  到越看越花
[01:04:15.000 --> 01:04:17.000]  字怎么那么多
[01:04:17.000 --> 01:04:19.000]  这个字看不懂啊
[01:04:19.000 --> 01:04:21.000]  (笑声)
[01:04:21.000 --> 01:04:25.000]  好 我们再回 我来找几个
[01:04:25.000 --> 01:04:27.000]  中文在线
[01:04:27.000 --> 01:04:29.000]  又来了啊
[01:04:29.000 --> 01:04:31.000]  中文在线
[01:04:31.000 --> 01:04:35.000]  先找几个简单一点的好不好
[01:04:35.000 --> 01:04:37.000]  然后
[01:04:37.000 --> 01:04:39.000]  久远如海
[01:04:39.000 --> 01:04:41.000]  蓝色光标
[01:04:43.000 --> 01:04:45.000]  然后中科职业
[01:04:45.000 --> 01:04:47.000]  新五峰
[01:04:47.000 --> 01:04:49.000]  好 就这还有那个
[01:04:49.000 --> 01:04:53.000]  好 就这
[01:04:53.000 --> 01:04:55.000]  还有 就这几个吧
[01:04:55.000 --> 01:04:57.000]  就这几个吧
[01:04:57.000 --> 01:05:03.000]  现在大家看到过程中
[01:05:03.000 --> 01:05:05.000]  为什么这个要调整啊 我再补充一下
[01:05:05.000 --> 01:05:07.000]  我再补充一下
[01:05:07.000 --> 01:05:09.000]  上切入
[01:05:09.000 --> 01:05:11.000]  上切入只要趋势不能转变
[01:05:11.000 --> 01:05:13.000]  它还会反复的
[01:05:13.000 --> 01:05:15.000]  但是反复的话一般这个阳线的话
[01:05:15.000 --> 01:05:17.000]  就是不会再接过
[01:05:17.000 --> 01:05:19.000]  只会在这个那个低点排高的有反复
[01:05:19.000 --> 01:05:21.000]  但是你有意思吧
[01:05:21.000 --> 01:05:23.000]  反打呢 通常反打
[01:05:23.000 --> 01:05:25.000]  到后面会有一个浅回调的
[01:05:25.000 --> 01:05:27.000]  或者是有一个
[01:05:27.000 --> 01:05:29.000]  浅的调整结构的
[01:05:29.000 --> 01:05:31.000]  如果是反打的话
[01:05:31.000 --> 01:05:33.000]  怀过的话一般就是
[01:05:33.000 --> 01:05:35.000]  飘飘飘飘飘上去
[01:05:35.000 --> 01:05:37.000]  不大会跟你说
[01:05:37.000 --> 01:05:39.000]  我现在给你机会上车的
[01:05:39.000 --> 01:05:41.000]  你要上车你就追光吧
[01:05:41.000 --> 01:05:43.000]  就是这三个的一个区别
[01:05:43.000 --> 01:05:45.000]  上切入它一般还会反复一下的
[01:05:45.000 --> 01:05:47.000]  比如说可能还上切入长大
[01:05:47.000 --> 01:05:49.000]  有一个ABC调整结构
[01:05:49.000 --> 01:05:51.000]  然后在慢慢上切入变成了反打
[01:05:51.000 --> 01:05:53.000]  或者是进入怀抱
[01:05:53.000 --> 01:05:55.000]  反打的话通常会有一个浅回调
[01:05:55.000 --> 01:05:57.000]  比如说回调这个阳线的三分之一
[01:05:57.000 --> 01:05:59.000]  左右或者是在这个阳线的
[01:05:59.000 --> 01:06:01.000]  三分之一上面做一个调整形态
[01:06:01.000 --> 01:06:03.000]  因为它的那个整个力道
[01:06:03.000 --> 01:06:05.000]  还没有完全的表现
[01:06:05.000 --> 01:06:07.000]  就说了算
[01:06:07.000 --> 01:06:09.000]  但是怀抱基本上都不会有的
[01:06:09.000 --> 01:06:11.000]  好我们来看一下刚才那几张图来做功课吧
[01:06:11.000 --> 01:06:15.000]  第一个新五峰
[01:06:15.000 --> 01:06:17.000]  去找它的
[01:06:17.000 --> 01:06:19.000]  扭转
[01:06:19.000 --> 01:06:21.000]  是反打还是怀抱
[01:06:21.000 --> 01:06:23.000]  还是切入
[01:06:23.000 --> 01:06:25.000]  中科辞业
[01:06:25.000 --> 01:06:27.000]  蓝色光标
[01:06:27.000 --> 01:06:29.000]  中文再现九远云海
[01:06:29.000 --> 01:06:31.000]  都是以进攻阳的方式体现的
[01:06:31.000 --> 01:06:33.000]  因为这种以进攻阳的方式体现的
[01:06:33.000 --> 01:06:35.000]  其实是大家最好把握的
[01:06:35.000 --> 01:06:39.000]  空调要不稍微关一下
[01:06:39.000 --> 01:06:41.000]  好凉啊
[01:06:43.000 --> 01:06:45.000]  好
[01:06:45.000 --> 01:06:47.000]  好
[01:06:47.000 --> 01:06:49.000]  好
[01:07:15.000 --> 01:07:17.000]  中科辞业
[01:07:17.000 --> 01:07:21.000]  现在大家在看蓝色光标
[01:07:21.000 --> 01:07:23.000]  就能够更好的理解它的这个
[01:07:23.000 --> 01:07:25.000]  整个K线对吧
[01:07:25.000 --> 01:07:27.000]  第一根K线
[01:07:27.000 --> 01:07:29.000]  扭转是反打
[01:07:29.000 --> 01:07:33.000]  现在你拿出来了吗
[01:07:33.000 --> 01:07:35.000]  走出来
[01:07:35.000 --> 01:07:37.000]  它拍照让它发群里好了
[01:07:37.000 --> 01:07:39.000]  有谁
[01:07:39.000 --> 01:07:41.000]  刚才拍了的发群里好了
[01:07:43.000 --> 01:07:45.000]  我们将K线组合
[01:07:45.000 --> 01:07:47.000]  要把趋势结合起来的
[01:07:47.000 --> 01:07:49.000]  好
[01:07:49.000 --> 01:07:51.000]  好
[01:07:51.000 --> 01:07:53.000]  好
[01:07:53.000 --> 01:07:55.000]  好
[01:07:55.000 --> 01:07:57.000]  好
[01:07:57.000 --> 01:07:59.000]  好
[01:07:59.000 --> 01:08:01.000]  好
[01:08:01.000 --> 01:08:03.000]  好
[01:08:03.000 --> 01:08:05.000]  好
[01:08:05.000 --> 01:08:07.000]  好
[01:08:07.000 --> 01:08:09.000]  好
[01:08:09.000 --> 01:08:11.000]  好
[01:08:11.000 --> 01:08:13.000]  好
[01:08:13.000 --> 01:08:15.000]  好
[01:08:15.000 --> 01:08:17.000]  好
[01:08:17.000 --> 01:08:19.000]  你做了吗
[01:08:19.000 --> 01:08:21.000]  嗯 还做
[01:08:21.000 --> 01:08:23.000]  你做了吗
[01:08:23.000 --> 01:08:25.000]  我做了
[01:08:25.000 --> 01:08:27.000]  你做了吗
[01:08:27.000 --> 01:08:29.000]  我做了
[01:08:29.000 --> 01:08:31.000]  我做了
[01:08:31.000 --> 01:08:33.000]  我做了
[01:08:33.000 --> 01:08:35.000]  我做了
[01:08:35.000 --> 01:08:37.000]  我做了
[01:08:37.000 --> 01:08:39.000]  我做了
[01:08:39.000 --> 01:08:41.000]  我做了
[01:08:41.000 --> 01:08:43.000]  我做了
[01:08:43.000 --> 01:08:45.000]  我做了
[01:08:45.000 --> 01:08:47.000]  你做了吗
[01:08:47.000 --> 01:08:49.000]  这个
[01:08:49.000 --> 01:08:51.000]  怀抱
[01:08:51.000 --> 01:08:53.000]  怀抱前面 前面这个行款
[01:08:53.000 --> 01:08:55.000]  所以它说怀抱
[01:08:55.000 --> 01:08:57.000]  你看怀抱之后就没什么很好
[01:08:57.000 --> 01:08:59.000]  很多的调整直接拉伸完成
[01:09:01.000 --> 01:09:03.000]  好
[01:09:03.000 --> 01:09:05.000]  好
[01:09:05.000 --> 01:09:07.000]  好
[01:09:07.000 --> 01:09:09.000]  好
[01:09:09.000 --> 01:09:11.000]  好
[01:09:11.000 --> 01:09:13.000]  好
[01:09:13.000 --> 01:09:15.000]  好
[01:09:15.000 --> 01:09:17.000]  好
[01:09:17.000 --> 01:09:19.000]  好
[01:09:19.000 --> 01:09:21.000]  好
[01:09:21.000 --> 01:09:23.000]  好
[01:09:23.000 --> 01:09:25.000]  好
[01:09:25.000 --> 01:09:27.000]  好
[01:09:27.000 --> 01:09:29.000]  好
[01:09:29.000 --> 01:09:31.000]  好
[01:09:31.000 --> 01:09:33.000]  好
[01:09:33.000 --> 01:09:35.000]  好
[01:09:35.000 --> 01:09:37.000]  好
[01:09:37.000 --> 01:09:39.000]  好
[01:09:39.000 --> 01:09:41.000]  好
[01:09:41.000 --> 01:09:43.000]  好
[01:09:43.000 --> 01:09:45.000]  好
[01:09:45.000 --> 01:09:47.000]  好
[01:09:47.000 --> 01:09:49.000]  好
[01:09:49.000 --> 01:09:51.000]  好
[01:09:51.000 --> 01:09:53.000]  好
[01:09:53.000 --> 01:09:55.000]  好
[01:09:55.000 --> 01:09:57.000]  好
[01:09:57.000 --> 01:09:59.000]  好
[01:09:59.000 --> 01:10:01.000]  好
[01:10:01.000 --> 01:10:03.000]  好
[01:10:03.000 --> 01:10:05.000]  好
[01:10:05.000 --> 01:10:07.000]  好
[01:10:07.000 --> 01:10:09.000]  好
[01:10:09.000 --> 01:10:11.000]  好
[01:10:11.000 --> 01:10:13.000]  好
[01:10:13.000 --> 01:10:15.000]  好
[01:10:15.000 --> 01:10:17.000]  好
[01:10:17.000 --> 01:10:19.000]  好
[01:10:19.000 --> 01:10:21.000]  好
[01:10:21.000 --> 01:10:23.000]  好
[01:10:23.000 --> 01:10:25.000]  好
[01:10:25.000 --> 01:10:27.000]  好
[01:10:27.000 --> 01:10:29.000]  好
[01:10:29.000 --> 01:10:31.000]  好
[01:10:31.000 --> 01:10:33.000]  好
[01:10:33.000 --> 01:10:35.000]  好
[01:10:35.000 --> 01:10:37.000]  好
[01:10:37.000 --> 01:10:39.000]  好
[01:10:39.000 --> 01:10:41.000]  好
[01:10:41.000 --> 01:10:43.000]  好
[01:10:43.000 --> 01:10:45.000]  好
[01:10:45.000 --> 01:10:47.000]  好
[01:10:47.000 --> 01:10:49.000]  好
[01:10:49.000 --> 01:10:51.000]  好
[01:10:51.000 --> 01:10:53.000]  这个应该是反包吧
[01:10:53.000 --> 01:10:55.000]  反打呀
[01:10:55.000 --> 01:10:59.000]  这个怀抱
[01:10:59.000 --> 01:11:01.000]  这个是不是要上切入
[01:11:01.000 --> 01:11:03.000]  这个是不是要上切入
[01:11:03.000 --> 01:11:05.000]  这个上切入
[01:11:05.000 --> 01:11:07.000]  你看它这两个停顿的吧
[01:11:07.000 --> 01:11:09.000]  它这两个上切入主要看前面的阴线
[01:11:09.000 --> 01:11:11.000]  阴线
[01:11:11.000 --> 01:11:13.000]  阴线
[01:11:13.000 --> 01:11:15.000]  这个反打
[01:11:15.000 --> 01:11:17.000]  怀抱都是停顿
[01:11:17.000 --> 01:11:19.000]  阴线
[01:11:19.000 --> 01:11:21.000]  反打是有几个小阴线
[01:11:21.000 --> 01:11:23.000]  反打
[01:11:23.000 --> 01:11:25.000]  它这阴线不算太小
[01:11:25.000 --> 01:11:27.000]  感觉是反打
[01:11:27.000 --> 01:11:29.000]  感觉不算太小
[01:11:29.000 --> 01:11:31.000]  上切入
[01:11:31.000 --> 01:11:33.000]  上切入
[01:11:33.000 --> 01:11:35.000]  上切入
[01:11:35.000 --> 01:11:37.000]  上切入就不够紧
[01:11:37.000 --> 01:11:39.000]  这个反打没问题
[01:11:39.000 --> 01:11:41.000]  这个反打没问题
[01:11:41.000 --> 01:11:43.000]  这个是怀抱
[01:11:43.000 --> 01:11:45.000]  是吧
[01:11:45.000 --> 01:11:47.000]  这两个都是怀抱
[01:11:47.000 --> 01:11:49.000]  这个还有这个
[01:11:51.000 --> 01:11:53.000]  这个是反打
[01:11:53.000 --> 01:11:55.000]  这个是阴线
[01:11:55.000 --> 01:11:57.000]  这个是阴线
[01:11:57.000 --> 01:11:59.000]  这个是阴线
[01:11:59.000 --> 01:12:01.000]  这个是阴线
[01:12:01.000 --> 01:12:07.000]  对呀 这是怀抱的选择
[01:12:07.000 --> 01:12:09.000]  这是怀抱的选择
[01:12:09.000 --> 01:12:17.000]  这是反打
[01:12:17.000 --> 01:12:19.000]  这是阴线
[01:12:19.000 --> 01:12:21.000]  这个反打算不够紧
[01:12:21.000 --> 01:12:23.000]  没有走避风 速度多了
[01:12:23.000 --> 01:12:25.000]  这个小阴线
[01:12:25.000 --> 01:12:27.000]  这个反打是这个
[01:12:27.000 --> 01:12:29.000]  它那个反包
[01:12:29.000 --> 01:12:31.000]  反包可以先必须反包前面
[01:12:31.000 --> 01:12:33.000]  阴线上阴线
[01:12:33.000 --> 01:12:35.000]  最高架子
[01:12:35.000 --> 01:12:37.000]  叫反包 是吧
[01:12:37.000 --> 01:12:39.000]  它那个反包
[01:12:39.000 --> 01:12:41.000]  指的是收藏价反包
[01:12:41.000 --> 01:12:43.000]  还是说带上阴线反包
[01:12:43.000 --> 01:12:45.000]  这不重要 我觉得不重要
[01:12:45.000 --> 01:12:47.000]  不知道
[01:12:47.000 --> 01:12:53.000]  你说它这个线算什么线
[01:12:53.000 --> 01:12:57.000]  我直接讲好不好
[01:12:57.000 --> 01:12:59.000]  因为今天下午今天有点紧张
[01:12:59.000 --> 01:13:01.000]  讲得有点慢
[01:13:01.000 --> 01:13:03.000]  直接讲啊
[01:13:03.000 --> 01:13:05.000]  大家发现这几个图有没有一个特点
[01:13:05.000 --> 01:13:07.000]  先看新五宫跟中科磁业
[01:13:07.000 --> 01:13:13.000]  中科磁业是一个刺心骨
[01:13:13.000 --> 01:13:15.000]  新五宫呢也是属于熊
[01:13:15.000 --> 01:13:17.000]  熊是下跌也没结构 对不对
[01:13:17.000 --> 01:13:19.000]  那我们来看一下
[01:13:19.000 --> 01:13:21.000]  如果说没有一呢
[01:13:21.000 --> 01:13:23.000]  没有二呢
[01:13:23.000 --> 01:13:25.000]  就是一个横盘的
[01:13:25.000 --> 01:13:27.000]  是不是就有一个
[01:13:27.000 --> 01:13:29.000]  它如果能够形成的K线组合
[01:13:29.000 --> 01:13:31.000]  就只有怀抱啊
[01:13:31.000 --> 01:13:33.000]  怀抱有一个特点
[01:13:33.000 --> 01:13:35.000]  怀抱过去的时间越长
[01:13:35.000 --> 01:13:37.000]  爆发力越强
[01:13:37.000 --> 01:13:39.000]  那我们明天还要讲的
[01:13:39.000 --> 01:13:41.000]  怀抱的这个K线组合
[01:13:41.000 --> 01:13:43.000]  就是解它健康不健康
[01:13:43.000 --> 01:13:45.000]  比如说这是一个周阳线
[01:13:45.000 --> 01:13:47.000]  周阳线你得看一下这五天的K线
[01:13:47.000 --> 01:13:49.000]  是健康的走势形成的怀抱
[01:13:49.000 --> 01:13:51.000]  还是不健康的走势形成的怀抱
[01:13:51.000 --> 01:13:53.000]  这是我们明天要讲的细节点
[01:13:53.000 --> 01:13:55.000]  所以我们来看一下
[01:13:55.000 --> 01:13:57.000]  这两个图
[01:13:57.000 --> 01:13:59.000]  新五宫和中科磁业
[01:13:59.000 --> 01:14:01.000]  他们前面是没有结构的
[01:14:01.000 --> 01:14:03.000]  没有结构的
[01:14:03.000 --> 01:14:13.000]  学到 越学到后面你们就会有点累了
[01:14:13.000 --> 01:14:23.000]  好 新五宫大家来看
[01:14:23.000 --> 01:14:25.000]  这个前面有没有结构啊
[01:14:25.000 --> 01:14:27.000]  这就是整个就是空头下跌对不对
[01:14:27.000 --> 01:14:29.000]  这整个就是空头下跌
[01:14:29.000 --> 01:14:31.000]  这里也没有什么结构
[01:14:31.000 --> 01:14:33.000]  就是缩量嘛对不对
[01:14:33.000 --> 01:14:35.000]  那OK 没关系的
[01:14:35.000 --> 01:14:37.000]  只要它敢于来一个周阳线怀抱
[01:14:37.000 --> 01:14:39.000]  但是量你得必须大过整个调整的最大量
[01:14:39.000 --> 01:14:41.000]  就是我们说的
[01:14:41.000 --> 01:14:43.000]  一会讲到量的
[01:14:43.000 --> 01:14:45.000]  这个怀抱的阳线
[01:14:45.000 --> 01:14:47.000]  必须配合高亮度
