[00:00:00.000 --> 00:00:04.200]  第三天看了前面这一个半小时呢跟大家分享的就是什么
[00:55:14.700 --> 00:55:17.700]  这个大家能理解啊
[00:55:17.700 --> 00:55:20.700]  我觉得我这次讲的是蛮细致
[00:55:20.700 --> 00:55:22.700]  进我的例我就讲得很细致了
[00:55:22.700 --> 00:55:23.700]  这里是什么
[00:55:23.700 --> 00:55:25.700]  就是趋势公投再继续延续一周
[00:55:25.700 --> 00:55:26.700]  后面就是什么
[00:55:26.700 --> 00:55:28.700]  因为它的级别是只能支撑这么久
[00:55:28.700 --> 00:55:30.700]  大家能理解我的意思没有
[00:55:30.700 --> 00:55:32.700]  这又回到我刚才所讲的
[00:55:32.700 --> 00:55:33.700]  很重要的那句话
[00:55:33.700 --> 00:55:35.700]  价格你们已经超过了
[00:55:35.700 --> 00:55:36.700]  你们再好好地感受一下
[00:55:36.700 --> 00:55:40.700]  价格把市带动多头
[00:55:40.700 --> 00:55:42.700]  对吧
[00:55:42.700 --> 00:55:45.700]  然后呢收盘价又在多头的上方
[00:55:45.700 --> 00:55:47.700]  回过来再来看
[00:55:47.700 --> 00:55:49.700]  过去那个结构
[00:55:49.700 --> 00:55:52.700]  那个走势有没有模型
[00:55:52.700 --> 00:55:53.700]  没有模型
[00:55:53.700 --> 00:55:57.700]  没有模型就是小短线
[00:55:57.700 --> 00:56:02.700]  有模型就根据模型的级别定它的持续性
[00:56:02.700 --> 00:56:05.700]  是不是
[00:56:05.700 --> 00:56:06.700]  这里大家也可以感受到了
[00:56:06.700 --> 00:56:08.700]  那我们再来
[00:56:08.700 --> 00:56:09.700]  再来看一看啊
[00:56:09.700 --> 00:56:11.700]  这里大家我们就不展开了
[00:56:11.700 --> 00:56:14.700]  包括现在的软件服务也是没戏的对不对
[00:56:14.700 --> 00:56:15.700]  你看空头反弹又下来
[00:56:15.700 --> 00:56:17.700]  现在整个就是在空方的一个过程中
[00:56:17.700 --> 00:56:19.700]  那么电力板块现在是多头啊
[00:56:19.700 --> 00:56:22.700]  多头现在是中字头传播电力
[00:56:22.700 --> 00:56:26.700]  石油现在这个短时间这一两两三个月
[00:56:26.700 --> 00:56:27.700]  我觉得一两个月吧
[00:56:27.700 --> 00:56:28.700]  我觉得都要进行调整
[00:56:28.700 --> 00:56:31.700]  都是在一个区间正当多头调整里面啊
[00:56:31.700 --> 00:56:34.700]  那我们再来看
[00:56:34.700 --> 00:56:36.700]  这个这个大概就很清楚了
[00:56:36.700 --> 00:56:37.700]  趋势多头的过程中对吧
[00:56:37.700 --> 00:56:39.700]  你看趋势多头过程中
[00:56:39.700 --> 00:56:41.700]  阴险打下是不下的
[00:56:41.700 --> 00:56:43.700]  然后在这一周形成一个什么
[00:56:43.700 --> 00:56:45.700]  趋势多头
[00:56:45.700 --> 00:56:49.700]  是不是在这一周形成趋势多头
[00:56:49.700 --> 00:56:52.700]  那么这一周你反过来再来看
[00:56:52.700 --> 00:56:55.700]  从这个位置扭转的趋势多头
[00:56:55.700 --> 00:56:56.700]  它是一个什么模型
[00:56:56.700 --> 00:56:58.700]  什么结构什么级别
[00:56:58.700 --> 00:57:01.700]  代表着这个位置叫造势洞
[00:57:01.700 --> 00:57:03.700]  造势的第一根
[00:57:03.700 --> 00:57:06.700]  代表着这个势是造多大级别的
[00:57:06.700 --> 00:57:07.700]  那这个我们可以看看
[00:57:07.700 --> 00:57:10.700]  30分级别向上这里横盘的一个中期
[00:57:10.700 --> 00:57:12.700]  这个造势先看个小中期嘛
[00:57:12.700 --> 00:57:14.700]  是不是一个小中期的一个行情
[00:57:14.700 --> 00:57:15.700]  对吧
[00:57:15.700 --> 00:57:17.700]  大家这个能理解我的意思啊
[00:57:17.700 --> 00:57:20.700]  所以我们真正的话就是波段
[00:57:20.700 --> 00:57:22.700]  因为中期讲的是做波段
[00:57:22.700 --> 00:57:27.700]  波段必须是结构和趋势多头合力
[00:57:27.700 --> 00:57:29.700]  也就是板块能够走出三浪
[00:57:29.700 --> 00:57:31.700]  就是做波段
[00:57:31.700 --> 00:57:33.700]  月限就讲到中长期
[00:57:33.700 --> 00:57:35.700]  月限我们讲的就是中长期
[00:57:35.700 --> 00:57:38.700]  电气仪表大家也可以看一下
[00:57:38.700 --> 00:57:40.700]  这里就比较有意思了
[00:57:40.700 --> 00:57:44.700]  现在来告诉我目前
[00:57:44.700 --> 00:57:46.700]  价格是趋势多头还是趋势空头
[00:57:46.700 --> 00:57:51.700]  趋势多头但是它有一个还有
[00:57:51.700 --> 00:57:53.700]  趋势里面大家还要关注一个细节
[00:57:53.700 --> 00:57:55.700]  就是它的方向
[00:57:55.700 --> 00:57:58.700]  这个20它的走向
[00:57:58.700 --> 00:58:02.700]  是向下的还是走平的还是向上的
[00:58:02.700 --> 00:58:04.700]  多头应该是什么
[00:58:04.700 --> 00:58:06.700]  微向上的对不对
[00:58:06.700 --> 00:58:08.700]  走向上的就是拉升风对不对
[00:58:08.700 --> 00:58:11.700]  然后这个是属于向下的
[00:58:11.700 --> 00:58:12.700]  这个是向上的
[00:58:12.700 --> 00:58:13.700]  这个是向下的
[00:58:13.700 --> 00:58:15.700]  就代表这三根势是属于什么
[00:58:15.700 --> 00:58:17.700]  矛盾的
[00:58:17.700 --> 00:58:18.700]  矛盾的就不行
[00:58:18.700 --> 00:58:20.700]  它就需要慢慢还需要化解
[00:58:20.700 --> 00:58:21.700]  大家能理解意思
[00:58:21.700 --> 00:58:22.700]  就还需要化解
[00:58:22.700 --> 00:58:24.700]  然后我们再来看目前收盘价
[00:58:24.700 --> 00:58:27.700]  这周的收盘价就是在这个势的下方
[00:58:27.700 --> 00:58:30.700]  所以虽然这样看得起来
[00:58:30.700 --> 00:58:32.700]  感觉它有个什么模型
[00:58:32.700 --> 00:58:33.700]  这就是多头
[00:58:33.700 --> 00:58:35.700]  但细节点看是有问题的
[00:58:35.700 --> 00:58:36.700]  势的方向不对
[00:58:36.700 --> 00:58:38.700]  收盘价不对
[00:58:38.700 --> 00:58:39.700]  收盘价不对
[00:58:39.700 --> 00:58:41.700]  大家能理解我意思
[00:58:41.700 --> 00:58:43.700]  说明它就是什么
[00:58:43.700 --> 00:58:46.700]  还没有到那种要进入主升的
[00:58:46.700 --> 00:58:49.700]  还要再继续磨
[00:58:49.700 --> 00:58:52.700]  因为这种的话很容易走着走着又向下
[00:58:52.700 --> 00:58:54.700]  很容易走着走着向下
[00:58:54.700 --> 00:58:56.700]  那我们再来看它真正的一个转变
[00:58:56.700 --> 00:58:57.700]  这也是一样
[00:58:57.700 --> 00:58:59.700]  这是去年的行情
[00:58:59.700 --> 00:59:00.700]  现在的走势
[00:59:00.700 --> 00:59:03.700]  目前的走势跟这里的走势像不像
[00:59:03.700 --> 00:59:04.700]  跟这一周
[00:59:04.700 --> 00:59:06.700]  或者是这一周是很像
[00:59:06.700 --> 00:59:07.700]  对吧
[00:59:07.700 --> 00:59:08.700]  我感觉这里是转了
[00:59:08.700 --> 00:59:09.700]  在这里调
[00:59:09.700 --> 00:59:10.700]  然后在这里转了多头了
[00:59:10.700 --> 00:59:14.700]  但是它这三根势是矛盾的
[00:59:14.700 --> 00:59:17.700]  然后价格收盘价又在势的下方
[00:59:17.700 --> 00:59:18.700]  所以它是不确定的
[00:59:18.700 --> 00:59:19.700]  你们有没有理解
[00:59:19.700 --> 00:59:20.700]  这就是不确定
[00:59:20.700 --> 00:59:21.700]  我们只做确定的
[00:59:21.700 --> 00:59:23.700]  确定的就一种
[00:59:23.700 --> 00:59:25.700]  所以有的时候你说机会它有一个什么意思呢
[00:59:25.700 --> 00:59:27.700]  确定的我觉得就一种
[00:59:27.700 --> 00:59:30.700]  不确定的有千把万种
[00:59:30.700 --> 00:59:31.700]  大家理解
[00:59:31.700 --> 00:59:33.700]  你们好好去感受
[00:59:33.700 --> 00:59:34.700]  反正我现在就是
[00:59:34.700 --> 00:59:35.700]  我只按确定的做
[00:59:35.700 --> 00:59:37.700]  不按确定的我就不出手
[00:59:37.700 --> 00:59:38.700]  反正而且我跟他讲
[00:59:38.700 --> 00:59:39.700]  我不按确定的做
[00:59:39.700 --> 00:59:40.700]  我情绪化加在这时候
[00:59:40.700 --> 00:59:42.700]  实有久亏
[00:59:42.700 --> 00:59:44.700]  运气好给我凭据出来
[00:59:44.700 --> 00:59:45.700]  就我按照严格做的话
[00:59:45.700 --> 00:59:47.700]  基本上都能小赚出来
[00:59:47.700 --> 00:59:49.700]  我现在自己在操作
[00:59:49.700 --> 00:59:50.700]  有时候实在没得做了
[00:59:50.700 --> 00:59:53.700]  银行股里面也能8 3 4个点利润出来
[00:59:53.700 --> 00:59:55.700]  就是这种
[00:59:55.700 --> 00:59:58.700]  电力股里面也能8 5 6个点出来
[00:59:58.700 --> 00:59:59.700]  大家能理解我意思没有
[00:59:59.700 --> 01:00:02.700]  就是我银行和电力是用它的涨幅
[01:00:02.700 --> 01:00:03.700]  可能小一点
[01:00:03.700 --> 01:00:05.700]  我又做上边两三百个亿的盘子的
[01:00:05.700 --> 01:00:07.700]  我就成为重一点
[01:00:07.700 --> 01:00:08.700]  也能8几个点出来
[01:00:08.700 --> 01:00:10.700]  刚刚前提是符合
[01:00:10.700 --> 01:00:11.700]  符合要求
[01:00:11.700 --> 01:00:13.700]  因为我们知道不同的盘子
[01:00:13.700 --> 01:00:15.700]  大家的波动不同
[01:00:15.700 --> 01:00:17.700]  但是不管你是大的波动的
[01:00:17.700 --> 01:00:18.700]  还是小的波动的
[01:00:18.700 --> 01:00:20.700]  只要不符合我教的确定的
[01:00:20.700 --> 01:00:21.700]  我告诉你就是亏
[01:00:21.700 --> 01:00:22.700]  只要符合的
[01:00:22.700 --> 01:00:24.700]  哪怕是羊毛都能赚一点
[01:00:24.700 --> 01:00:26.700]  我就跟大家分享
[01:00:26.700 --> 01:00:28.700]  我自己现在的状态
[01:00:28.700 --> 01:00:30.700]  反正我目前来讲就是
[01:00:30.700 --> 01:00:34.700]  亏最多不会超过5个点的回车
[01:00:34.700 --> 01:00:36.700]  亏都是亏利润
[01:00:36.700 --> 01:00:39.700]  我现在状态专门另一个出来
[01:00:39.700 --> 01:00:41.700]  就做这种短线复利的
[01:00:41.700 --> 01:00:42.700]  小波段复利的
[01:00:42.700 --> 01:00:44.700]  因为现在我实在看不出大区是大波段
[01:00:44.700 --> 01:00:46.700]  我就专门另一个出来做这种
[01:00:46.700 --> 01:00:50.700]  我每个星期抠羊毛都能抠出3 4个点出来
[01:00:50.700 --> 01:00:51.700]  就一样刚刚的这个要求来
[01:00:51.700 --> 01:00:54.700]  所以我只能说把方法教给大家
[01:00:54.700 --> 01:00:56.700]  当然怎么去屏蔽我也跟大家讲
[01:00:56.700 --> 01:00:59.700]  因为现在我就有一些办法做在这
[01:00:59.700 --> 01:01:01.700]  我觉得接下来的这段时间
[01:01:01.700 --> 01:01:03.700]  抠羊毛难抠一点
[01:01:03.700 --> 01:01:05.700]  比4月份难抠一点
[01:01:05.700 --> 01:01:06.700]  但是也有羊毛
[01:01:06.700 --> 01:01:08.700]  我觉得没有什么也是能够做到的
[01:01:08.700 --> 01:01:10.700]  就是我们说的板块不行
[01:01:10.700 --> 01:01:11.700]  只说不行
[01:01:11.700 --> 01:01:13.700]  我就叮咬个股必须行
[01:01:13.700 --> 01:01:14.700]  对吧
[01:01:14.700 --> 01:01:15.700]  个股必须多头
[01:01:15.700 --> 01:01:16.700]  必须符合K线要求
[01:01:16.700 --> 01:01:18.700]  然后一两根两三根就跑
[01:01:18.700 --> 01:01:20.700]  就是属于这种需求
[01:01:20.700 --> 01:01:21.700]  但是所有的经历
[01:01:21.700 --> 01:01:23.700]  我是每周复盘就复周线
[01:01:23.700 --> 01:01:25.700]  每月复盘我就复月线
[01:01:25.700 --> 01:01:27.700]  每月我就是所有的板块
[01:01:27.700 --> 01:01:29.700]  我基本上每天会过一遍板块
[01:01:29.700 --> 01:01:31.700]  然后每个月肯定是过
[01:01:31.700 --> 01:01:32.700]  一个月里面基本上
[01:01:32.700 --> 01:01:34.700]  月线复盘复两三次
[01:01:34.700 --> 01:01:36.700]  就是这样的一个不够行
[01:01:36.700 --> 01:01:37.700]  因为我说的一切是
[01:01:37.700 --> 01:01:38.700]  中长期为第一
[01:01:38.700 --> 01:01:40.700]  然后中期为第二
[01:01:40.700 --> 01:01:41.700]  都没有就降为
[01:01:41.700 --> 01:01:43.700]  大家能理解意思吧
[01:01:43.700 --> 01:01:44.700]  如果是有的话
[01:01:44.700 --> 01:01:45.700]  降为的就怕死掉了
[01:01:45.700 --> 01:01:46.700]  那就不要左右我了
[01:01:46.700 --> 01:01:47.700]  我就一组主的
[01:01:47.700 --> 01:01:48.700]  就一组主的
[01:01:48.700 --> 01:01:49.700]  我到这儿
[01:01:49.700 --> 01:01:50.700]  然后继续向下
[01:01:50.700 --> 01:01:51.700]  对吧
[01:01:51.700 --> 01:01:52.700]  所以我们现在不排除
[01:01:52.700 --> 01:01:53.700]  有些板块会有
[01:01:53.700 --> 01:01:54.700]  我跟大家讲
[01:01:54.700 --> 01:01:55.700]  不排除百分之七八十的板块
[01:01:55.700 --> 01:01:57.700]  接下来从这儿
[01:01:57.700 --> 01:02:00.700]  大家记住哦
[01:02:00.700 --> 01:02:02.700]  所以我认为我们现在本来
[01:02:02.700 --> 01:02:03.700]  我觉得是
[01:02:03.700 --> 01:02:04.700]  可能三月份
[01:02:04.700 --> 01:02:05.700]  矫等到五月份
[01:02:05.700 --> 01:02:06.700]  是已经到这里了
[01:02:06.700 --> 01:02:09.700]  但是市场就是打我们的什么
[01:02:09.700 --> 01:02:10.700]  预期差
[01:02:10.700 --> 01:02:12.700]  你认为四月份有风险的
[01:02:12.700 --> 01:02:14.700]  我四月份一时给你扛住
[01:02:14.700 --> 01:02:16.700]  大家能理解我意思没有
[01:02:16.700 --> 01:02:17.700]  所以我觉得不排除
[01:02:17.700 --> 01:02:19.700]  我们接下来的不守板块
[01:02:19.700 --> 01:02:21.700]  是在总政
[01:02:21.700 --> 01:02:23.700]  你们自己回去
[01:02:23.700 --> 01:02:24.700]  或者用手机啊
[01:02:24.700 --> 01:02:25.700]  或者回去用电脑也好
[01:02:25.700 --> 01:02:27.700]  你按照我教给你们的
[01:02:27.700 --> 01:02:28.700]  对于市的把握
[01:02:28.700 --> 01:02:29.700]  价格和市的变化
[01:02:29.700 --> 01:02:31.700]  你们都能判断出来
[01:02:31.700 --> 01:02:32.700]  是不是
[01:02:32.700 --> 01:02:34.700]  你们都能够判断出来的啊
[01:02:34.700 --> 01:02:35.700]  那这个走完之后
[01:02:35.700 --> 01:02:36.700]  对吧
[01:02:36.700 --> 01:02:37.700]  跌的位了
[01:02:37.700 --> 01:02:38.700]  我们就是做
[01:02:38.700 --> 01:02:40.700]  就是反弹嘛
[01:02:40.700 --> 01:02:42.700]  所以真正什么时候开始走好呢
[01:02:42.700 --> 01:02:43.700]  下完之后
[01:02:43.700 --> 01:02:44.700]  因为跌我觉得不会跌破
[01:02:44.700 --> 01:02:45.700]  很多不会跌破前提点的
[01:02:45.700 --> 01:02:47.700]  但有些很难的板块是
[01:02:47.700 --> 01:02:48.700]  跌破也没办法啊
[01:02:48.700 --> 01:02:49.700]  不跌破前提点
[01:02:49.700 --> 01:02:51.700]  这一段是一个反弹
[01:02:51.700 --> 01:02:52.700]  我们操作呢
[01:02:52.700 --> 01:02:53.700]  也只能是小短线
[01:02:53.700 --> 01:02:55.700]  大家会发现小短线的环境改善了
[01:02:55.700 --> 01:02:56.700]  然后能够
[01:02:56.700 --> 01:02:58.700]  这里的向上的价格
[01:02:58.700 --> 01:03:00.700]  能够把五合十给带到上方
[01:03:00.700 --> 01:03:02.700]  就是好了
[01:03:02.700 --> 01:03:03.700]  大家明白意思没有
[01:03:03.700 --> 01:03:04.700]  上方之后呢
[01:03:04.700 --> 01:03:06.700]  肯定也会有多头调整
[01:03:06.700 --> 01:03:08.700]  那么多头调整到什么时候呢
[01:03:08.700 --> 01:03:10.700]  因为多头调整大家知道
[01:03:10.700 --> 01:03:11.700]  什么叫调整就是
[01:03:11.700 --> 01:03:12.700]  市是多头
[01:03:12.700 --> 01:03:15.700]  但是价格就是占不上多头
[01:03:15.700 --> 01:03:17.700]  所以它一直处于调整中
[01:03:17.700 --> 01:03:19.700]  大家明白我的意思没有
[01:03:19.700 --> 01:03:20.700]  但是它的价格
[01:03:20.700 --> 01:03:21.700]  只要占上多头
[01:03:21.700 --> 01:03:23.700]  就说明调整差不多了
[01:03:23.700 --> 01:03:24.700]  你不是非得说
[01:03:24.700 --> 01:03:25.700]  这里多久
[01:03:25.700 --> 01:03:26.700]  这里非得多少周的
[01:03:26.700 --> 01:03:28.700]  大家明白我的意思吧
[01:03:28.700 --> 01:03:29.700]  没有那么
[01:03:29.700 --> 01:03:32.700]  没有那么多标准答案
[01:03:32.700 --> 01:03:34.700]  我现在我们就讲那个节点
[01:03:34.700 --> 01:03:35.700]  如果这个位子
[01:03:35.700 --> 01:03:36.700]  比如这里没起来
[01:03:36.700 --> 01:03:37.700]  还会继续
[01:03:37.700 --> 01:03:38.700]  比如这里还收在
[01:03:38.700 --> 01:03:39.700]  五合十的上方下方
[01:03:39.700 --> 01:03:41.700]  它还会延长一周
[01:03:41.700 --> 01:03:42.700]  这一周没起来还会延长一周
[01:03:42.700 --> 01:03:44.700]  大家理解我意思没有
[01:03:44.700 --> 01:03:45.700]  所以我们最终的选择是什么
[01:03:45.700 --> 01:03:48.700]  收盘价收在五十二十的上方
[01:03:48.700 --> 01:03:50.700]  就说明这个调整到位了
[01:03:50.700 --> 01:03:51.700]  然后我们来看这个十字形式
[01:03:51.700 --> 01:03:53.700]  收在五合十的上方
[01:03:53.700 --> 01:03:54.700]  你回过来看
[01:03:54.700 --> 01:03:55.700]  这里到这里
[01:03:55.700 --> 01:03:56.700]  有没有我教给大家的
[01:03:56.700 --> 01:03:58.700]  符不符合模型
[01:03:58.700 --> 01:04:00.700]  有没有我们所说的模型结构
[01:04:00.700 --> 01:04:02.700]  扭转的模型结构
[01:04:02.700 --> 01:04:04.700]  是不是想到模型三了
[01:04:04.700 --> 01:04:05.700]  是不是有
[01:04:05.700 --> 01:04:07.700]  模型都忘了
[01:04:07.700 --> 01:04:08.700]  没有吧
[01:04:08.700 --> 01:04:10.700]  是不是想到模型三了
[01:04:10.700 --> 01:04:11.700]  对不对
[01:04:11.700 --> 01:04:13.700]  那这是一个30分钟级别
[01:04:13.700 --> 01:04:14.700]  这是一个30分钟级别
[01:04:14.700 --> 01:04:15.700]  所以这个位子起来
[01:04:15.700 --> 01:04:18.700]  这个板块应该有个什么级别的延展线
[01:04:18.700 --> 01:04:19.700]  30分钟级别
[01:04:19.700 --> 01:04:20.700]  你接下来一个月
[01:04:20.700 --> 01:04:22.700]  就在这个板块里面反复收股票
[01:04:22.700 --> 01:04:23.700]  其他方向就不要看了
[01:04:23.700 --> 01:04:24.700]  我刚才讲到
[01:04:24.700 --> 01:04:26.700]  因为板块起来的时候
[01:04:26.700 --> 01:04:27.700]  有好几个板块
[01:04:27.700 --> 01:04:29.700]  能够走到符合标准的
[01:04:29.700 --> 01:04:30.700]  一定是主要板块
[01:04:30.700 --> 01:04:33.700]  你就在这个板块里面反复做构图
[01:04:33.700 --> 01:04:35.700]  不要这个板块里面做做
[01:04:35.700 --> 01:04:37.700]  不符合的板块里面也做做
[01:04:37.700 --> 01:04:40.700]  这是我们所讲到的扭转周线的
[01:04:40.700 --> 01:04:42.700]  周线的扭转周我们再来看它的
[01:04:42.700 --> 01:04:44.700]  但这里配合一下量
[01:04:44.700 --> 01:04:47.700]  这里还要配合量能
[01:04:47.700 --> 01:04:49.700]  陈教授稍微看一看
[01:04:49.700 --> 01:04:51.700]  陈教授也不要看得特别那么严苛
[01:04:51.700 --> 01:04:53.700]  因为我们现在的资金
[01:04:53.700 --> 01:04:54.700]  第一个有限
[01:04:54.700 --> 01:04:56.700]  第二股票实在太多了
[01:04:56.700 --> 01:04:59.700]  我觉得像过去要有明显的量
[01:04:59.700 --> 01:05:00.700]  就是指数和板块
[01:05:00.700 --> 01:05:01.700]  个股不行的
[01:05:01.700 --> 01:05:03.700]  个股还是要放量的
[01:05:03.700 --> 01:05:05.700]  板块指数有明显的量
[01:05:05.700 --> 01:05:08.700]  去增量出来还是挺难的
[01:05:08.700 --> 01:05:10.700]  因为我们现在股票很多
[01:05:10.700 --> 01:05:11.700]  存量市场
[01:05:11.700 --> 01:05:12.700]  所以我们主要什么
[01:05:12.700 --> 01:05:15.700]  价格在向上的过程中能够转多
[01:05:15.700 --> 01:05:17.700]  然后再多头保值收在上方
[01:05:17.700 --> 01:05:18.700]  我们就根据这个判断
[01:05:18.700 --> 01:05:20.700]  一个30分钟级别的一个行情
[01:05:20.700 --> 01:05:22.700]  你这一个多月把这个板块里面做好
[01:05:22.700 --> 01:05:25.700]  我相信三五十个点肯定赚得到的
[01:05:25.700 --> 01:05:27.700]  肯定能赚得到的
[01:05:27.700 --> 01:05:28.700]  大家能理解我的意思没有
[01:05:28.700 --> 01:05:29.700]  所以大家反过来看
[01:05:29.700 --> 01:05:32.700]  我们每次付盘付的是什么
[01:05:32.700 --> 01:05:34.700]  付的是什么大家告诉我
[01:05:34.700 --> 01:05:37.700]  是不是今天上午交给你的这些东西
[01:05:37.700 --> 01:05:38.700]  怎么去付盘
[01:05:38.700 --> 01:05:41.700]  是不是就用今天上午交给你的东西去付
[01:05:41.700 --> 01:05:43.700]  月先看完看周限
[01:05:43.700 --> 01:05:45.700]  方向有没有没有
[01:05:45.700 --> 01:05:47.700]  那你就知道了就是轮动
[01:05:47.700 --> 01:05:48.700]  对不对
[01:05:48.700 --> 01:05:50.700]  然后每周每月是不是要坚持
[01:05:50.700 --> 01:05:52.700]  因为你不坚持可能哪一个板块
[01:05:52.700 --> 01:05:54.700]  这周收盘再多头的时候你没看
[01:05:54.700 --> 01:05:57.700]  啪一个周阳线起来你又不会做了
[01:05:57.700 --> 01:05:59.700]  大家能明白我的意思吗
[01:05:59.700 --> 01:06:01.700]  就是我们这样去做付盘做的是什么
[01:06:01.700 --> 01:06:02.700]  只做主声
[01:06:02.700 --> 01:06:03.700]  现在这个
[01:06:03.700 --> 01:06:05.700]  这个中间那一块前面
[01:06:05.700 --> 01:06:08.700]  那个量对后面有影响吗
[01:06:08.700 --> 01:06:10.700]  这个量不是比较少吗
[01:06:10.700 --> 01:06:11.700]  给前面比
[01:06:11.700 --> 01:06:12.700]  给前面比
[01:06:12.700 --> 01:06:13.700]  给这里比啊
[01:06:13.700 --> 01:06:14.700]  对
[01:06:14.700 --> 01:06:16.700]  板块指数释放第一
[01:06:16.700 --> 01:06:18.700]  因为我刚才讲的量不要太在意
[01:06:18.700 --> 01:06:20.700]  就是我们现在的股票太多了
[01:06:20.700 --> 01:06:22.700]  存量资金博弈没有办法说
[01:06:22.700 --> 01:06:25.700]  我这里扭转的量非常的突出
[01:06:25.700 --> 01:06:26.700]  势在第一
[01:06:26.700 --> 01:06:29.700]  我明天会讲K线和量价和K线的
[01:06:29.700 --> 01:06:30.700]  对吧
[01:06:30.700 --> 01:06:31.700]  方便大家学过的
[01:06:31.700 --> 01:06:33.700]  这里在扭转是什么K线
[01:06:33.700 --> 01:06:34.700]  这里在扭转是什么K线
[01:06:34.700 --> 01:06:35.700]  这里在扭转是什么K线
[01:06:35.700 --> 01:06:36.700]  这里在扭转是什么K线
[01:06:36.700 --> 01:06:37.700]  这里在扭转是什么K线
[01:06:37.700 --> 01:06:38.700]  这里在扭转是什么K线
[01:06:38.700 --> 01:06:40.700]  是不是积极的态度
[01:06:40.700 --> 01:06:42.700]  就我们说价很重要的
[01:06:42.700 --> 01:06:45.700]  这个价格在转势的时候是积极的态度
[01:06:45.700 --> 01:06:48.700]  你看这里在扭转的时候是分期
[01:06:48.700 --> 01:06:50.700]  这里是健康的
[01:06:50.700 --> 01:06:52.700]  健康就要马上分期
[01:06:52.700 --> 01:06:54.700]  说明整个这个价格扭转的过程中
[01:06:54.700 --> 01:06:57.700]  是扭转的过程中还有分期的
[01:06:57.700 --> 01:06:58.700]  你还明白我意思吧
[01:06:58.700 --> 01:06:59.700]  然后反过来看
[01:06:59.700 --> 01:07:02.700]  这个整个扭转都没有占上20
[01:07:02.700 --> 01:07:06.700]  从整体利率来讲是弱的
[01:07:06.700 --> 01:07:08.700]  它是通过横盘才转多的
[01:07:08.700 --> 01:07:09.700]  这就是弱的
[01:07:09.700 --> 01:07:11.700]  真正的扭转是什么
[01:07:11.700 --> 01:07:15.700]  这一段上涨的时候去把势给带动
[01:07:15.700 --> 01:07:17.700]  是价格进攻去带动
[01:07:17.700 --> 01:07:21.700]  而不是价格在这里通过横盘磨时间修复的时候去带动
[01:07:21.700 --> 01:07:23.700]  这个是一个很大的区别
[01:07:23.700 --> 01:07:25.700]  你看大家去发现
[01:07:25.700 --> 01:07:28.700]  所有磨的就是你看这就是两个很大的区别
[01:07:28.700 --> 01:07:30.700]  我们现在很多法划就在这
[01:07:30.700 --> 01:07:32.700]  这种方式呈现的就不好
[01:07:32.700 --> 01:07:37.700]  它是先整个都是空方法划
[01:07:37.700 --> 01:07:40.700]  通过在这里横行横出的一个改革趋势多头
[01:07:40.700 --> 01:07:43.700]  但是三竿趋势是矛盾的
[01:07:43.700 --> 01:07:44.700]  就有问题
[01:07:44.700 --> 01:07:48.700]  真正好的都是价格往上进攻的时候
[01:07:48.700 --> 01:07:52.700]  是为价格的上涨把势给带动多头
[01:07:52.700 --> 01:07:56.700]  然后整个横盘调整都是在势的多头上方整理
[01:07:56.700 --> 01:07:58.700]  这样才能把整个势势带动什么
[01:07:58.700 --> 01:08:00.700]  势的力量是向上的
[01:08:00.700 --> 01:08:02.700]  这个能力就有意思吧
[01:08:02.700 --> 01:08:04.700]  就是我们要这样来细分开
[01:08:04.700 --> 01:08:06.700]  中长期和中期
[01:08:06.700 --> 01:08:09.700]  这次我就主讲机会的演变
[01:08:09.700 --> 01:08:12.700]  因为我们现在今年的主要方向都在这
[01:08:12.700 --> 01:08:14.700]  像二一年和二二年
[01:08:14.700 --> 01:08:16.700]  其实我们去年复训的那一次
[01:08:16.700 --> 01:08:18.700]  也不是特别那个的
[01:08:18.700 --> 01:08:20.700]  因为去年复训张惠鹏大哥记得的
[01:08:20.700 --> 01:08:22.700]  小欧队去年来了没有
[01:08:22.700 --> 01:08:23.700]  没来
[01:08:23.700 --> 01:08:24.700]  然后陈总也在的
[01:08:24.700 --> 01:08:25.700]  然后小东也在的
[01:08:25.700 --> 01:08:27.700]  我去年的复训就是
[01:08:27.700 --> 01:08:30.700]  去年正好是在去年四月份
[01:08:30.700 --> 01:08:32.700]  我说按照结构来讲
[01:08:32.700 --> 01:08:34.700]  那一波反弹就是去年在这个位置
[01:08:34.700 --> 01:08:36.700]  四月份
[01:08:36.700 --> 01:08:38.700]  二三年四月份
[01:08:38.700 --> 01:08:40.700]  那时候正好
[01:08:40.700 --> 01:08:42.700]  不是二三年是四月份吗
[01:08:42.700 --> 01:08:44.700]  我说这一段就是
[01:08:44.700 --> 01:08:46.700]  就是什么就是共振下阶之后
[01:08:46.700 --> 01:08:48.700]  这里呈现的就是
[01:08:48.700 --> 01:08:50.700]  各种莽富英雄全部往上冲的
[01:08:50.700 --> 01:08:52.700]  所以我们会发现机会是这样子的
[01:08:52.700 --> 01:08:54.700]  无准备无节奏
[01:08:54.700 --> 01:08:55.700]  对吧我是这么说的
[01:08:55.700 --> 01:08:57.700]  就是很多机会就是没有结构没有模型
[01:08:57.700 --> 01:09:01.700]  就是所有大家都想成能都想成英雄
[01:09:01.700 --> 01:09:03.700]  的这样一个就是盘世
[01:09:03.700 --> 01:09:05.700]  所以机会就是陈姐在啊
